
Project					Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
		10174506			10174506	SHCS HEX, M12X25, A4-80	OrdRes	QM-lot	        10003206255		-4	              8		10.10.2022	10.10.2022	01.09.2022	P01	             8495684		BC5	EA	            159
		10115994			10115994	SHCS HEX, M16X80, A4-80	OrdRes	POitem	         4501741173	                 120	-4	              8			08.11.2022	01.09.2022	P02	             8495684		BC5	EA	             10
		10261407			10261407	NUT HEX, M16, A4-80	OrdRes	QM-lot	        10003206254		-4	             13		10.10.2022	10.10.2022	01.09.2022	P02	             8495684		BC5	EA	             10
		10359015			10359015	PIN STAND-OFF, DIA=80MM, L=68.6/68.7MM	OrdRes	ProjSt			-4					01.09.2022	P02	             8495684		BC3	EA
		10354516			10354516	ALIGNMENT PIN GUIDE	OrdRes	ProjSt			-4					01.09.2022	Y01	             8495684	           10	BC3	EA	            130
		BS0000503			BS0000503	WASHER FLAT, M12, ISO 7089, A4	OrdRes	ProjSt			-1					01.09.2022	U01	             8495684		BC5	EA	            150
		10352652			10352652	ASSY-WELD, COMP SCM INTERNAL TEST STAND	OrdRes	ProjSt			-1					01.10.2022	Y01	             8495684		Y01	EA	            500
		10356921			10356921	ACID TUBE SUPPORT	OrdRes	ProjSt			-1					01.10.2022	M01	             8495684		BC3	EA	            130
		10356924			10356924	ACID TUBE CLAMP BLOCK	OrdRes	ProjSt			-8					01.10.2022	M01	             8495684	           10	BC3	EA	            130
		10272686			10272686	SCREW HEX, M10 x 30, A4-80	OrdRes	POitem	         4501741173	                  80	-8	             24			08.11.2022	01.10.2022	P02	             8495684		BC5	EA	            150
		BB17-MX0026-03			BB17-MX0026-03	NUT HEX, M10, A4-80	OrdRes	ProjSt			-16					01.10.2022	L02	             8495684		BC5	EA	            176
		BB17-MX0086-26			BB17-MX0086-26	WASHER FLAT, M10, ISO 7089, A4	OrdRes	ProjSt			-8					01.10.2022	P01	             8495684		BC5	EA	            146
		10231528			10231528	EARTH CABLE, G/Y, M10 TERMINAL	OrdRes	ProjSt			-0,800					01.10.2022	S03	             8495684		BC0	M	            159
		10231528			10231528	EARTH CABLE, G/Y, M10 TERMINAL	OrdRes	ProjSt			-1,200					01.10.2022	S03	             8495684		BC0	M	            159
		10356911			10356911	SPLIT BUSHING, CONN. ADAPTOR	OrdRes	ProjSt			-1					01.10.2022	M01	             8495684		BC3	EA	            130
		10359069			10359069	Jansz SCMMB Calcium Wash Tubing Run	OrdRes	POitem	         4501742566	                  30	-1	              2			18.11.2022	01.11.2022	P02	             8495684		BC5	EA
		10355361			10355361	ELEC TEST JMPR,12W(M) MM, 12W(M)STAB, 5m	OrdRes	ShpgNt	         4501727341	                  50	-3	              3			14.12.2022	01.09.2022	Y01	             8496090		Y01	EA	            292
		10302826			10302826	CONECT ELETR, MNL/MATE, 12V RCPT BULKHD	OrdRes	ProjSt			-1					01.09.2022	C03	             8496090		BC7	EA	            250
		10355362			10355362	ELEC TEST JMPR, 12W(M)MM 12W(M)ROV ETH	OrdRes	ShpgNt	         4501727341	                  60	-2	              2			14.12.2022	01.09.2022	S03	             8496090		BC7	EA	            292
		10141763			10141763	ELEC CONN STAB 4-WAY PLUG M12 EARTH	OrdRes	ShpgNt	         4501727341	                  40	-1	              1			19.10.2022	01.09.2022	P02	             8496090		BC7	EA	            250
		10355728			10355728	ELEC CONN 12W(M)/10 STAB ODI CE 3KOHM	OrdRes	ShpgNt	         4501727341	                  70	-3	              3			14.12.2022	01.09.2022	S03	             8496090		BC7	EA	            250
		10355729			10355729	ELEC CONN 12W(M)/8 STAB ODI CE 3KOHM	OrdRes	ShpgNt	         4501727341	                  80	-2	              2			14.12.2022	01.09.2022	S03	             8496090		BC7	EA	            250
		10355338			10355338	ELEC JMPR, 12W(M) STAB/12W(M) STAB - ETH	OrdRes	ShpgNt	         4501727341	                  90	-2	              2			14.12.2022	01.09.2022	S03	             8496090		BC7	EA	            292
		10355336			10355336	ELEC HARN, ROV 7W(F) DIG,2X ROV 4W(F)NAU	OrdRes	ShpgNt	         4501730744	                  10	-1	              1			01.02.2023	01.09.2022	Y01	             8496090		Y01	EA	            386
		10355337			10355337	ELEC HARN,ROV 7W(F)DIG,2X STAB 12W(M)NAU	OrdRes	ShpgNt	         4501730744	                  20	-1	              1			01.02.2023	01.09.2022	Y01	             8496090		Y01	EA	            386
		BBFSV001450			BBFSV001450	CONECTOR EL ROV TIPO RECEP (PINS) 7 VIAS	OrdRes	ShpgNt	         4501730516	                  10	-2	              2			12.08.2022	01.09.2022	S03	             8496090	           10	BC7	EA	            274
		10141897			10141897	MONOLOK RECEIVER 350 LG 3 DOWEL	OrdRes	ProjSt			-1					01.09.2022	P02	             8496090		BC3	EA	            150
		10141898			10141898	RECEIVER RETAINING PLATE 3 DOWEL	OrdRes	ProjSt			-1					01.09.2022	P02	             8496090		BC3	EA	            150
		10357486			10357486	ELEC CONN 12W(M)/1 STAB ODI CE 3KOHM	OrdRes	POitem	         4501731763	                  10	-1	              1			18.01.2023	01.09.2022	Y01	             8496090		Y01	EA	            250
		10291495			10291495	CON, Borne mola para  fio 2,5mm²	OrdRes	Stock			-100					01.09.2022	E02	             8496090		BC6	EA	             15
		BB17-080101-68			BB17-080101-68	DOWEL - PIN 20MM DIA (P6) X 60MM LG ST S	OrdRes	ProjSt			-3					01.10.2022	P01	             8496090		BC5	EA	            202
		10108589			10108589	SHCS HEX, M16X100, A4-80	OrdRes	POitem	         4501741173	                  20	-6	              6			08.11.2022	01.10.2022	C02	             8496090		BC5	EA	            216
		10354516			10354516	ALIGNMENT PIN GUIDE	OrdRes	ProjSt			-4					01.10.2022	Y01	             8496090	           10	BC3	EA	            130
		10133034			10133034	SHCS HEX, M8X45, A4-80	OrdRes	ShpgNt	         4501736533	                  20	-16	             48			13.10.2022	01.10.2022	P01	             8496090		BC5	EA	            130
		10359015			10359015	PIN STAND-OFF, DIA=80MM, L=68.6/68.7MM	OrdRes	ProjSt			-4					01.10.2022	P02	             8496090		BC3	EA
		10055685			10055685	BLANKING PLATE ELEC CONN 12 WAY TRONIC	OrdRes	POitem	         4501732645	                 130	-2	              4			01.11.2022	01.10.2022	M01	             8496090		BC3	EA	            120
		BB17-MX0020-42			BB17-MX0020-42	SHCS HEX, M6X20, A4-80	OrdRes	POitem	         4501741173	                  60	-8	              8			08.11.2022	01.10.2022	P01	             8496090		BC5	EA	            176
		BB25-080159-02			BB25-080159-02	NAMEPLATE - STANDARD	OrdRes	ProjSt			-1					01.10.2022	C03	             8496090		BC5	EA	             20
		10235880			10235880	SCREW, PAN HEAD, PHILLIPS, M3X10, A4-70	OrdRes	ProjSt			-4					01.10.2022	U01	             8496090		BC3	EA	            350
		10113292			10113292	SHCS HEX, M16X55, A4-80	OrdRes	POitem	         4501741173	                  40	-4	              4			08.11.2022	01.10.2022	P01	             8496090		BC5	EA	            232
		10261407			10261407	NUT HEX, M16, A4-80	OrdRes	QM-lot	        10003206254		-5	             13		10.10.2022	10.10.2022	01.10.2022	P02	             8496090		BC5	EA	             10
		10359686			10359686	BASEPLATE, COMP SCM HYPERB TEST STAND	OrdRes	ProjSt			-1					01.10.2022	P02	             8496090		BC5	EA
		10123147			10123147	SCREW HEX, M16 x 90, L7M	OrdRes	POitem	         4501741173	                  70	-5	              5			08.11.2022	01.10.2022	P02	             8496090		BC5	EA
		10360123			10360123	WELDMENT, COMP SCM HYPERBARIC TEST STAND	OrdRes	ProjSt			-1					01.12.2022	Y01	             8496090	           10	Y01	EA	            500
		BBFSV001431			BBFSV001431	OSCILOSCOPE DISFERENTIAL PROBE	OrdRes	Stock			-1					30.07.2022	E02	             8496103	           10	BC6	EA	             15
		10350265			10350265	Rockwell ICS SEM Test Box	OrdRes	POitem	         4501727427	                  20	-1	              1			17.11.2022	30.06.2022	Y01	             8496107		BC3	EA	            130
		10346401			10346401	90 way Rockwell SEM Test Harness	OrdRes	PldOrd	          112502993		-1	              1	29.09.2022	28.10.2022	17.11.2022	30.09.2022	P02	             8496107	           10	BC5	EA

			BB88-060328-07		BB88-060328-07	ICON SEM CONN ASSY 90-WAY BRANTNER CABLE	DepReq	ShpgNt	         4501736887	                  10	-1	              1			24.02.2023	28.10.2022	S03	            10456551		BC7	EA	            315
			10095236		10095236	QM 48Way Cable Mounted Connector	DepReq	ProjSt			-2					28.10.2022	P02	            10456551		BC7	EA	            221
			10193473		10193473	QM 3 piece socket contact, size 20	DepReq	ProjSt			-90					28.10.2022	P02	            10456551		BC7	EA
			10159197		10159197	Sleeving expandable black 40mm 10Mbox	DepReq	POitem	         4501739179	                 120	-1	              3			19.10.2022	28.10.2022	P02	            10456551		BC5	EA
			10159199		10159199	Sleeving expandable black 15mm 10Mbox	DepReq	POitem	         4501739179	                 130	-1	             10			19.10.2022	28.10.2022	P02	            10456551		BC5	EA
			BB87-060079-01		BB87-060079-01	WIRE RAYCHEM FLEXLITE HT 19/0.15 TWISTED	DepReq	PurRqs	           17584312	                  10	-1	              3	28.10.2022		25.01.2023	28.10.2022	L02	            10456551		BC7	EA	             60
			BB87-060079-02		BB87-060079-02	Wire 22AWG 600V twisted triple	DepReq	PurRqs	           17584031	                  10	-1	              1	28.10.2022		14.12.2022	28.10.2022	P02	            10456551		B05	EA	             20
			10154088		10154088	SELF AMALGAMATING TAPE, LSZH, 25mm	DepReq	POitem	         4501739179	                 150	-1	              3			19.10.2022	28.10.2022	P02	            10456551		BC0	EA
			BB88-080017-03		BB88-080017-03	CRIMP RED *NON PREFERRED USE 10167297*	DepReq	POitem	         4501739179	                 170	-90	            100			19.10.2022	28.10.2022	P02	            10456551		BC5	EA
			BB87-060045-01		BB87-060045-01	CABLE MARKERS READYPRINT 3.2MM PACK SIZE	DepReq	ProjSt			-1					28.10.2022	C02	            10456551		BC5	EA	            120
			BB15-060958-04		BB15-060958-04	CABLE MARKER TAG, 100MM, SUITABLE FOR YE	DepReq	POitem	         4501739179	                 160	-7	             35			19.10.2022	28.10.2022	P02	            10456551		BC5	EA
			10202000		10202000	HEATSHRINK SLEEVE 2.4MM BORE, CLEAR	DepReq	PurRqs	           17584250	                  10	-1	              3	28.10.2022		09.11.2023	28.10.2022	U01	            10456551		BC3	EA	            350

		10346402			10346402	96 way Rockwell SEM Test Harness	OrdRes	PldOrd	          112502997		-1	              1	29.09.2022	28.10.2022	17.11.2022	30.09.2022	P02	             8496107	           10	BC5	EA

			BB88-060328-08		BB88-060328-08	ICON SEM CONN ASSY 96-WAY BRANTNER CABLE	DepReq	ShpgNt	         4501736887	                  30	-1	              1			24.02.2023	28.10.2022	S03	            10456546		BC7	EA	            315
			10095236		10095236	QM 48Way Cable Mounted Connector	DepReq	ProjSt			-2					28.10.2022	P02	            10456546		BC7	EA	            221
			10159197		10159197	Sleeving expandable black 40mm 10Mbox	DepReq	POitem	         4501739179	                 120	-1	              3			19.10.2022	28.10.2022	P02	            10456546		BC5	EA
			10159199		10159199	Sleeving expandable black 15mm 10Mbox	DepReq	POitem	         4501739179	                 130	-1	             10			19.10.2022	28.10.2022	P02	            10456546		BC5	EA
			10159198		10159198	Sleeving expandable black 3mm 30Mbox	DepReq	ProjSt			-1					28.10.2022	P02	            10456546		BC5	EA
			BB87-060079-01		BB87-060079-01	WIRE RAYCHEM FLEXLITE HT 19/0.15 TWISTED	DepReq	PurRqs	           17584312	                  10	-1	              3	28.10.2022		25.01.2023	28.10.2022	L02	            10456546		BC7	EA	             60
			BB87-060070-02		BB87-060070-02	WIRE - RAYCHEM FLEXLITE 19/0.15 BLACK	DepReq	POitem	         4501739179	                  90	-1	              2			19.10.2022	28.10.2022	L02	            10456546		BC0	EA	             30
			10154088		10154088	SELF AMALGAMATING TAPE, LSZH, 25mm	DepReq	POitem	         4501739179	                 150	-1	              3			19.10.2022	28.10.2022	P02	            10456546		BC0	EA
			10167297		10167297	CRIMP MINISEAL SPLICE (RED) D-436-36*	DepReq	PurRqs	           17584248	                  10	-96	            128	28.10.2022		02.06.2023	28.10.2022	C02	            10456546		BC0	EA	            190
			BB87-060045-01		BB87-060045-01	CABLE MARKERS READYPRINT 3.2MM PACK SIZE	DepReq	ProjSt			-1					28.10.2022	C02	            10456546		BC5	EA	            120
			BB15-060958-04		BB15-060958-04	CABLE MARKER TAG, 100MM, SUITABLE FOR YE	DepReq	POitem	         4501739179	                 160	-27	             35			19.10.2022	28.10.2022	P02	            10456546		BC5	EA
			10202000		10202000	HEATSHRINK SLEEVE 2.4MM BORE, CLEAR	DepReq	PurRqs	           17584250	                  10	-1	              3	28.10.2022		09.11.2023	28.10.2022	U01	            10456546		BC3	EA	            350
			10196594		10196594	QM 48 WAY CHASSIS MOUNT PLUG SHELL	DepReq	ProjSt			-2					28.10.2022	P02	            10456546		BC5	EA
			10095508		10095508	QM CONTACT PIN - SIZE 24	DepReq				-40					28.10.2022	P02	            10456546		BC7	EA
			10095473		10095473	QM CONTACT SOCKET - SIZE 24	DepReq	PurRqs	           17582825	                  10	-40	             40	28.10.2022		24.11.2022	28.10.2022	P02	            10456546		BC7	EA
			10024390		10024390	BLACK INSULATED STACK BANANA PLUGS	DepReq	ProjSt			-1					28.10.2022	P02	            10456546		BC7	EA	            189
			10024329		10024329	RED INSULATED STACK BANANA PLUGS	DepReq	ProjSt			-1					28.10.2022	P02	            10456546		BC7	EA	            189

		10346403			10346403	16 way Rockwell SEM Test Harness	OrdRes	PldOrd	          112502994		-1	              1	29.09.2022	28.10.2022	17.11.2022	30.09.2022	P02	             8496107	           10	BC5	EA

			BB88-060328-10		BB88-060328-10	ICON SEM CONNECTOR ASSY - 16-WAY BRANTNE	DepReq	ShpgNt	         4501736887	                  20	-1	              1			24.02.2023	28.10.2022	S03	            10456552		BQ7	EA	            315
			10159197		10159197	Sleeving expandable black 40mm 10Mbox	DepReq	POitem	         4501739179	                 120	-1	              3			19.10.2022	28.10.2022	P02	            10456552		BC5	EA
			10159199		10159199	Sleeving expandable black 15mm 10Mbox	DepReq	POitem	         4501739179	                 130	-1	             10			19.10.2022	28.10.2022	P02	            10456552		BC5	EA
			10159198		10159198	Sleeving expandable black 3mm 30Mbox	DepReq	ProjSt			-1					28.10.2022	P02	            10456552		BC5	EA
			BB87-060079-01		BB87-060079-01	WIRE RAYCHEM FLEXLITE HT 19/0.15 TWISTED	DepReq	PurRqs	           17584312	                  10	-1	              3	28.10.2022		25.01.2023	28.10.2022	L02	            10456552		BC7	EA	             60
			BB87-060070-02		BB87-060070-02	WIRE - RAYCHEM FLEXLITE 19/0.15 BLACK	DepReq	POitem	         4501739179	                  90	-1	              2			19.10.2022	28.10.2022	L02	            10456552		BC0	EA	             30
			10154088		10154088	SELF AMALGAMATING TAPE, LSZH, 25mm	DepReq	POitem	         4501739179	                 150	-1	              3			19.10.2022	28.10.2022	P02	            10456552		BC0	EA
			10167297		10167297	CRIMP MINISEAL SPLICE (RED) D-436-36*	DepReq	PurRqs	           17584248	                  10	-32	            128	28.10.2022		02.06.2023	28.10.2022	C02	            10456552		BC0	EA	            190
			BB87-060045-01		BB87-060045-01	CABLE MARKERS READYPRINT 3.2MM PACK SIZE	DepReq	ProjSt			-1					28.10.2022	C02	            10456552		BC5	EA	            120
			BB15-060958-04		BB15-060958-04	CABLE MARKER TAG, 100MM, SUITABLE FOR YE	DepReq	POitem	         4501739179	                 160	-1	             35			19.10.2022	28.10.2022	P02	            10456552		BC5	EA
			10202000		10202000	HEATSHRINK SLEEVE 2.4MM BORE, CLEAR	DepReq	PurRqs	           17584250	                  10	-1	              3	28.10.2022		09.11.2023	28.10.2022	U01	            10456552		BC3	EA	            350
			10208868		10208868	4MM SHROUDED PLUG (RED STACKABLE)	DepReq	ProjSt			-3					28.10.2022	P02	            10456552		BC7	EA	            189
			10209044		10209044	4MM SHROUDED PLUG (BLACK STACKABLE)	DepReq	ProjSt			-3					28.10.2022	P02	            10456552		BC7	EA	            189

		10351052			10351052	Laptop Panasonic Toughbook 55	OrdRes	ProjSt			-1					30.08.2022	P02	             8496107		BC5	EA
		10305004			10305004	VECTUS SRT STATION	OrdRes	ProjSt			-1					30.06.2022	S03	             8496109		BC7	EA	            120
		10324375			10324375	CISCO IE4010-16S12P SERIES SWITCH	OrdRes	POitem	         4501729253	                  10	-1	              3			19.12.2022	01.09.2022	S03	             8535261		BC7	EA	            150
		10273435			10273435	SFP TX 1510nm RX 1570nm 33dB BUDGET	OrdRes	ProjSt			-4					01.09.2022	U01	             8535263		BC8	EA	            245
		10273436			10273436	SFP RX 1510nm TX 1570nm 33dB BUDGET	OrdRes	ProjSt			-16					01.09.2022	P02	             8535263		BC5	EA	            245
		10324375			10324375	CISCO IE4010-16S12P SERIES SWITCH	OrdRes	POitem	         4501729253	                  10	-2	              3			19.12.2022	01.09.2022	S03	             8535263		BC7	EA	            150
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	05.12.2022	P02	             8988781		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              1			04.01.2024	05.12.2022	M01	             8988781		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	05.12.2022	M01	             8988781		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-7					05.12.2022	P01	             8988781		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	05.12.2022	Y01	             8988781		BC3	EA	            140
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	POitem	         4501740897	                 150	-4	             28			20.01.2023	05.12.2022	P01	             8988781		BC5	EA	            196
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	09.01.2023	P02	             8988782		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              1			04.01.2024	09.01.2023	M01	             8988782		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	09.01.2023	M01	             8988782		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-7					09.01.2023	P01	             8988782		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	09.01.2023	Y01	             8988782		BC3	EA	            140
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	POitem	         4501740897	                 150	-4	             28			20.01.2023	09.01.2023	P01	             8988782		BC5	EA	            196
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	06.02.2023	P02	             8988783		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              5			04.01.2024	06.02.2023	M01	             8988783		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	06.02.2023	M01	             8988783		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-7					06.02.2023	P01	             8988783		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	06.02.2023	Y01	             8988783		BC3	EA	            140
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	POitem	         4501740897	                 150	-4	             28			20.01.2023	06.02.2023	P01	             8988783		BC5	EA	            196
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	06.03.2023	P02	             8988784		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              5			04.01.2024	06.03.2023	M01	             8988784		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	06.03.2023	M01	             8988784		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-7					06.03.2023	P01	             8988784		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	06.03.2023	Y01	             8988784		BC3	EA	            140
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	POitem	         4501740897	                 150	-4	             28			20.01.2023	06.03.2023	P01	             8988784		BC5	EA	            196
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	03.04.2023	P02	             8988785		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              5			04.01.2024	03.04.2023	M01	             8988785		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	03.04.2023	M01	             8988785		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-7					03.04.2023	P01	             8988785		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	03.04.2023	Y01	             8988785		BC3	EA	            140
