
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			BB91-BDB-216					BB91-BDB-216	MACH, HEAD BOLT 1 3/8" X 12 1/2"	DepReq	POitem	         4501744847	                  70	-22	             22			30.06.2023	30.06.2023	P01	            10456995		BC3	EA	            108
			BB91-BDD-597					BB91-BDD-597	MACH, SEALING BUSHING	DepReq	PurRqs	           17355172	                  10	-8	             45	12.12.2022		02.05.2023	30.06.2023	U02	            10456995	           35	BC3	EA	            120
			BB91-BDD-598					BB91-BDD-598	MACH, HYDRAULIC CONNECTION	DepReq	PurRqs	           17556411	                  10	-8	              8	06.02.2023		30.06.2023	30.06.2023	U03	            10456995	           35	BC3	EA	            120
			BB91-BDD-599					BB91-BDD-599	MACH, SLEEVE,KC CONN,UMBILICAL	DepReq	PurRqs	           17556331	                  10	-8	              4	06.02.2023		30.06.2023	30.06.2023	U02	            10456995	           35	BC3	EA	            120
			BB91-BDE-316					BB91-BDE-316	MACH, C TYPE RING, 11" CONN	DepReq	PurRqs	           17566457	                  10	-1	              1	02.02.2023		30.06.2023	30.06.2023	U01	            10456995	           54	BC8	EA	            120

				BBFJD000254				BBFJD000254	FORG RING DIA 19.3/4" / 16" X 3.1/4"	SubReq	POitem	         4501734434	                  60	-1	              1			23.11.2022	02.02.2023	F01	            10458585		BC2	EA	            150

			BB91-BDE-336					BB91-BDE-336	CAMISA EXTERNA	DepReq	PurRqs	           17556619	                  10	-1	              1	09.06.2023		30.06.2023	30.06.2023	U02	            10456995	           50	BC8	EA

				BBFJD000545				BBFJD000545	FORG, RING ÿ29"xÿ25.1/2"x14.7/8" - 4130	SubReq	PurRqs	           17447445	                  10	-1	              3	06.10.2022		22.03.2023	09.06.2023	F01	            10458766		BC2	EA	            150

			10360818					10360818	USIN, HASTE DE DESTRAVAMENTO SECUNDARIO	DepReq	PurRqs	           17556814	                  10	-2	              2	02.02.2023		30.06.2023	30.06.2023	P02	            10456995		BC8	EA	            120

				10357369				10357369	FORG, ROUND BAR ÿ1.3/4" - 8630 80K	SubReq	PurRqs	           17508487	                  10	-1.530	          1.530	15.10.2022		24.01.2023	02.02.2023	P02	            10458472		BC2	MM	            150

			10360840					10360840	MACH, SECONDARY UNLOCKING BAR	DepReq	PurRqs	           17557038	                  10	-1	              1	02.02.2023		30.06.2023	30.06.2023	P02	            10456995		BC8	EA	            120

				10360863				10360863	FORG, RECT BAR 5.1/8" X 3" 8630 - 105k	SubReq	PurRqs	           17500129	                  10	-0,685	          4,795	25.10.2022		18.01.2023	02.02.2023	P02	            10458345		BC5	M

			10360842					10360842	MACH, CORPO INFERIOR	DepReq	PurRqs	           17556931	                  10	-1	              1	02.02.2023		30.06.2023	30.06.2023	P02	            10456995		BC8	EA	            120

				10360843				10360843	FORJ, CORPO INFERIOR	SubReq	PurRqs	           17557329	                  10	-1	              1	10.01.2023		02.02.2023	02.02.2023	P02	            10458350		BC2	EA

			BB91-BDE-532					BB91-BDE-532	MACH, SOFT LANDING BUSHING	DepReq	PurRqs	           17556529	                  10	-4	              4	02.02.2023		30.06.2023	30.06.2023	M01	            10456995		BC3	EA	            120
			10360847					10360847	MACH, ANEL DE DESGASTE	DepReq	PurRqs	           17557044	                  10	-1	              1	02.02.2023		30.06.2023	30.06.2023	P02	            10456995		BC8	EA	            120

				10360864				10360864	FORG, RING ÿ19.1/2"X ÿ16" X 1" 8630 105K	SubReq	PurRqs	           17507666	                  10	-1	              3	16.12.2022		11.01.2023	02.02.2023	P02	            10458568		BC5	EA

			10360848					10360848	MACH, LOCKING SLEEVE	DepReq	PurRqs	           17556604	                  10	-1	              1	09.03.2023		30.06.2023	30.06.2023	P02	            10456995		BC8	EA	             90

				10360865				10360865	FORG,RING ÿ26"Xÿ17.1/8"X3.1/2"8630 105K	SubReq	PurRqs	           17508049	                  10	-1	              3	12.01.2023		06.02.2023	09.03.2023	P02	            10458574		BC5	EA

			10360846					10360846	WLDMT, UPPER BODY, T-VCM T1	DepReq	PurRqs	           17583084	                  10	-1	              1	06.06.2023		30.06.2023	30.06.2023	P02	            10456995		BC4	EA

		10355517						10355517	TEST COUPON, WALL THICKNESS 10,3mm, X65	OrdRes	PldOrd	          112503233		-9	              9	29.09.2022	28.10.2022	24.11.2022	08.05.2022	F01	             8604618	           15	BC2	EA	            114
		10355949						10355949	TEST COUPON, OD 355,6mm, F65	OrdRes	QM-lot	        10003171680		-1	              1		18.07.2022	18.07.2022	08.05.2022	F01	             8604618		BC2	EA	            150
		10348769						10348769	SKID DE TRANSPORTE PARA MCVA T1	OrdRes	PldOrd	          112486952		-1	              1	08.12.2022	15.12.2022	03.01.2023	03.01.2023	A33	             9057017	           13		EA

			10354769					10354769	WLDMT, A/P VCM T1 TS SKID	DepReq	POitem	         4501732810	                 330	-1	              2			21.12.2022	15.12.2022	P03	            10457001		BC4	EA	            120
			10355265					10355265	WLDMT, BOX COVER	DepReq	POitem	         4501732810	                 430	-1	              4			16.11.2022	15.12.2022	E06	            10457001		BC3	EA	            189
			10222987					10222987	WLDMT, TS SEAL BOX COVER	DepReq	POitem	         4501732810	                 470	-1	              2			08.11.2022	15.12.2022	C01	            10457001		BC4	EA	            120
			10222834					10222834	4 LEGS SLING - 10,5 TON (30∫) x 4,0m	DepReq	POitem	         4501738076	                  20	-1	              8			04.01.2023	15.12.2022	L01	            10457001		BC5	EA	            150
			10216560					10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	POitem	         4501738076	                  30	-6	             54			04.01.2023	15.12.2022	L01	            10457001		BC5	EA	            118
			10280105					10280105	MACH, VCM SKID HOOK	DepReq	PurRqs	           16364644	                  10	-2	              6	13.09.2022		14.12.2022	15.12.2022	M01	            10457001		BC3	EA	            150
			10321346					10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	ShpgNt	         4501736393	                  80	-2	             24			18.10.2022	15.12.2022	U01	            10457001		BC5	EA	            150
			BBBRO016001					BBBRO016001	ROUND BAR UNC 1/2" AISI 304 ANSI B18.2.1	DepReq	PurRqs	           16395989	                  10	-1	              9	12.07.2022		04.11.2022	15.12.2022	F01	            10457001		BC2	M	            150
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ProjSt			-8					15.12.2022	P01	            10457001		BC5	EA	            129
			10358388					10358388	MACH, ADAPTER PROT COVER SWIVEL 7 1/16"	DepReq	PurRqs	           17556164	                  10	-1	              5	22.11.2022		15.12.2022	15.12.2022	P02	            10457001		BC5	EA
			10098378					10098378	HEX CAP SCREW 3/8" X 1 1/4" AISI 316	DepReq	ProjSt			-4					15.12.2022	P01	            10457001		BC5	EA	            150
			BBPOR091016					BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					15.12.2022	P01	            10457001		BC5	EA	            192
			BBPOR091005					BBPOR091005	POR SEXT PES 1" AISI 316	DepReq	ProjSt			-2					15.12.2022	P01	            10457001		BC5	EA	            189
			BBARR007005					BBARR007005	PL WSHR, 1î, B18.22.1-A, AISI 316	DepReq	ProjSt			-2					15.12.2022	C02	            10457001		BC5	EA	            140
			10118158					10118158	HEX SCR,1/2-13X1.1/4,AISI316	DepReq	ProjSt			-1					15.12.2022	P01	            10457001		BC5	EA	            150
			10358386					10358386	MACH, ADAPTER PROT COVER 4 1/16"	DepReq	PurRqs	           17556064	                  10	-1	              4	22.11.2022		15.12.2022	15.12.2022	P02	            10457001		BC3	EA
			10321347					10321347	EXT RETAINING RING DIN 471 ÿ19	DepReq	ShpgNt	         4501736405	                  30	-2	             24			09.09.2022	15.12.2022	P01	            10457001		BC5	EA	            164
			10053337					10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	ShpgNt	         4501736405	                  20	-2	             24			09.09.2022	15.12.2022	Y01	            10457001		BC5	EA	            192
			BB91-BDB-236					BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ShpgNt	         4501733920	                  10	-1	             12			26.08.2022	15.12.2022	C02	            10457001		BC5	EA	            120
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					15.12.2022	C02	            10457001		BC5	EA	            150
			BBACA001024					BBACA001024	SHACKLE 3/4" G-2130 GALV REF- 1019515	DepReq	POitem	         4501738076	                  40	-3	             18			04.01.2023	15.12.2022	L01	            10457001		BC5	EA	            140
			10350907					10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	ProjSt			-1					15.12.2022	Y01	            10457001		BC5	EA	            200

		10348769						10348769	SKID DE TRANSPORTE PARA MCVA T1	OrdRes	PldOrd	          112486953		-1	              1	10.04.2023	17.04.2023	08.05.2023	08.05.2023	A33	             9057018	           13		EA

			10354769					10354769	WLDMT, A/P VCM T1 TS SKID	DepReq	POitem	         4501732810	                 340	-1	              2			05.04.2023	17.04.2023	P03	            10457000		BC4	EA	            120
			10355265					10355265	WLDMT, BOX COVER	DepReq	POitem	         4501732810	                 440	-1	              2			22.03.2023	17.04.2023	E06	            10457000		BC3	EA	            189
			10222987					10222987	WLDMT, TS SEAL BOX COVER	DepReq	POitem	         4501732810	                 460	-1	              4			16.11.2022	17.04.2023	C01	            10457000		BC4	EA	            120
			10222834					10222834	4 LEGS SLING - 10,5 TON (30∫) x 4,0m	DepReq	POitem	         4501738076	                  20	-1	              8			04.01.2023	17.04.2023	L01	            10457000		BC5	EA	            150
			10216560					10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	POitem	         4501738076	                  30	-6	             54			04.01.2023	17.04.2023	L01	            10457000		BC5	EA	            118
			10280105					10280105	MACH, VCM SKID HOOK	DepReq	PurRqs	           16364644	                  10	-2	              6	13.09.2022		14.12.2022	17.04.2023	M01	            10457000		BC3	EA	            150
			10321346					10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	ShpgNt	         4501736393	                  80	-2	             24			18.10.2022	17.04.2023	U01	            10457000		BC5	EA	            150
			BBBRO016001					BBBRO016001	ROUND BAR UNC 1/2" AISI 304 ANSI B18.2.1	DepReq	PurRqs	           16395989	                  10	-1	              9	12.07.2022		04.11.2022	17.04.2023	F01	            10457000		BC2	M	            150
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ShpgNt	         4501739663	                  90	-8	             90			29.11.2022	17.04.2023	P01	            10457000		BC5	EA	            129
			10358388					10358388	MACH, ADAPTER PROT COVER SWIVEL 7 1/16"	DepReq	PurRqs	           17556164	                  10	-1	              5	22.11.2022		15.12.2022	17.04.2023	P02	            10457000		BC5	EA
			10098378					10098378	HEX CAP SCREW 3/8" X 1 1/4" AISI 316	DepReq	ProjSt			-4					17.04.2023	P01	            10457000		BC5	EA	            150
			BBPOR091016					BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					17.04.2023	P01	            10457000		BC5	EA	            192
			BBPOR091005					BBPOR091005	POR SEXT PES 1" AISI 316	DepReq	ProjSt			-2					17.04.2023	P01	            10457000		BC5	EA	            189
			BBARR007005					BBARR007005	PL WSHR, 1î, B18.22.1-A, AISI 316	DepReq	ProjSt			-2					17.04.2023	C02	            10457000		BC5	EA	            140
			10118158					10118158	HEX SCR,1/2-13X1.1/4,AISI316	DepReq	PurRqs	           17459714	                  10	-1	             21	11.10.2022		07.02.2023	17.04.2023	P01	            10457000		BC5	EA	            150
			10358386					10358386	MACH, ADAPTER PROT COVER 4 1/16"	DepReq	PurRqs	           17556064	                  10	-1	              4	22.11.2022		15.12.2022	17.04.2023	P02	            10457000		BC3	EA
			10321347					10321347	EXT RETAINING RING DIN 471 ÿ19	DepReq	ShpgNt	         4501736405	                  30	-2	             24			09.09.2022	17.04.2023	P01	            10457000		BC5	EA	            164
			10053337					10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	ShpgNt	         4501736405	                  20	-2	             24			09.09.2022	17.04.2023	Y01	            10457000		BC5	EA	            192
			BB91-BDB-236					BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ShpgNt	         4501733920	                  10	-1	             12			26.08.2022	17.04.2023	C02	            10457000		BC5	EA	            120
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					17.04.2023	C02	            10457000		BC5	EA	            150
			BBACA001024					BBACA001024	SHACKLE 3/4" G-2130 GALV REF- 1019515	DepReq	POitem	         4501738076	                  40	-3	             18			04.01.2023	17.04.2023	L01	            10457000		BC5	EA	            140
			10350907					10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	ProjSt			-1					17.04.2023	Y01	            10457000		BC5	EA	            200

		10348769						10348769	SKID DE TRANSPORTE PARA MCVA T1	OrdRes	PldOrd	          112486954		-1	              1	21.06.2023	28.06.2023	17.07.2023	17.07.2023	A33	             9057019	           13		EA

			10354769					10354769	WLDMT, A/P VCM T1 TS SKID	DepReq	POitem	         4501732810	                 350	-1	              2			19.04.2023	28.06.2023	P03	            10457002		BC4	EA	            120
			10355265					10355265	WLDMT, BOX COVER	DepReq	POitem	         4501732810	                 450	-1	              2			24.05.2023	28.06.2023	E06	            10457002		BC3	EA	            189
			10222987					10222987	WLDMT, TS SEAL BOX COVER	DepReq	PurRqs	           17072737	                  10	-1	              5	24.01.2023		26.05.2023	28.06.2023	C01	            10457002		BC4	EA	            120
			10222834					10222834	4 LEGS SLING - 10,5 TON (30∫) x 4,0m	DepReq	POitem	         4501738076	                  20	-1	              8			04.01.2023	28.06.2023	L01	            10457002		BC5	EA	            150
			10216560					10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	PurRqs	           17226825	                  10	-6	             20	06.01.2023		30.05.2023	28.06.2023	L01	            10457002		BC5	EA	            118
			10280105					10280105	MACH, VCM SKID HOOK	DepReq	PurRqs	           17050215	                  10	-2	              6	20.12.2022		22.03.2023	28.06.2023	M01	            10457002		BC3	EA	            150
			10321346					10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	PurRqs	           17556349	                  10	-2	             10	24.10.2022		27.02.2023	28.06.2023	U01	            10457002		BC5	EA	            150
			BBBRO016001					BBBRO016001	ROUND BAR UNC 1/2" AISI 304 ANSI B18.2.1	DepReq	PurRqs	           16395989	                  10	-1	              9	12.07.2022		04.11.2022	28.06.2023	F01	            10457002		BC2	M	            150
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ShpgNt	         4501739663	                  90	-8	             90			29.11.2022	28.06.2023	P01	            10457002		BC5	EA	            129
			10358388					10358388	MACH, ADAPTER PROT COVER SWIVEL 7 1/16"	DepReq	PurRqs	           17556170	                  10	-1	              1	02.06.2023		28.06.2023	28.06.2023	P02	            10457002		BC5	EA
			10098378					10098378	HEX CAP SCREW 3/8" X 1 1/4" AISI 316	DepReq	PurRqs	           17213091	                  10	-4	             20	03.11.2022		26.04.2023	28.06.2023	P01	            10457002		BC5	EA	            150
			BBPOR091016					BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					28.06.2023	P01	            10457002		BC5	EA	            192
			BBPOR091005					BBPOR091005	POR SEXT PES 1" AISI 316	DepReq	PurRqs	           17558449	                  10	-2	             10	24.10.2022		28.03.2023	28.06.2023	P01	            10457002		BC5	EA	            189
			BBARR007005					BBARR007005	PL WSHR, 1î, B18.22.1-A, AISI 316	DepReq	PurRqs	           17556421	                  10	-2	              2	16.01.2023		28.06.2023	28.06.2023	C02	            10457002		BC5	EA	            140
			10118158					10118158	HEX SCR,1/2-13X1.1/4,AISI316	DepReq	PurRqs	           17459714	                  10	-1	             21	11.10.2022		07.02.2023	28.06.2023	P01	            10457002		BC5	EA	            150
			10358386					10358386	MACH, ADAPTER PROT COVER 4 1/16"	DepReq	PurRqs	           17556064	                  10	-1	              4	22.11.2022		15.12.2022	28.06.2023	P02	            10457002		BC3	EA
			10321347					10321347	EXT RETAINING RING DIN 471 ÿ19	DepReq	PurRqs	           17556878	                  10	-2	             10	24.10.2022		27.03.2023	28.06.2023	P01	            10457002		BC5	EA	            164
			10053337					10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	PurRqs	           17556964	                  10	-2	             10	24.10.2022		26.04.2023	28.06.2023	Y01	            10457002		BC5	EA	            192
			BB91-BDB-236					BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17073362	                  10	-1	              5	23.01.2023		25.05.2023	28.06.2023	C02	            10457002		BC5	EA	            120
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	POitem	         4501743596	                  20	-4	             20			30.11.2022	28.06.2023	C02	            10457002		BC5	EA	            150
			BBACA001024					BBACA001024	SHACKLE 3/4" G-2130 GALV REF- 1019515	DepReq	POitem	         4501738076	                  40	-3	             18			04.01.2023	28.06.2023	L01	            10457002		BC5	EA	            140
			10350907					10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	ProjSt			-1					28.06.2023	Y01	            10457002		BC5	EA	            200

		10348770						10348770	SKID DE TRANSPORTE PARA MCVA T2	OrdRes	PldOrd	          112486955		-1	              1	29.12.2022	05.01.2023	24.01.2023	24.01.2023	A33	             9057020	           13		EA

			10354806					10354806	WLDMT, A/P VCM T2 TS SKID	DepReq	POitem	         4501732810	                 390	-1	              2			28.12.2022	05.01.2023	P03	            10457249		BC4	EA	            120
			10355265					10355265	WLDMT, BOX COVER	DepReq	POitem	         4501732810	                 430	-1	              4			16.11.2022	05.01.2023	E06	            10457249		BC3	EA	            189
			10222987					10222987	WLDMT, TS SEAL BOX COVER	DepReq	POitem	         4501732810	                 480	-1	              2			08.11.2022	05.01.2023	C01	            10457249		BC4	EA	            120
			10222834					10222834	4 LEGS SLING - 10,5 TON (30∫) x 4,0m	DepReq	POitem	         4501738076	                  20	-1	              8			04.01.2023	05.01.2023	L01	            10457249		BC5	EA	            150
			10216560					10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	POitem	         4501738076	                  30	-2	             54			04.01.2023	05.01.2023	L01	            10457249		BC5	EA	            118
			10358177					10358177	MACH, MOORING HOOK - 330mm	DepReq	PurRqs	           17555831	                  10	-2	              6	13.12.2022		05.01.2023	05.01.2023	P02	            10457249		BC4	EA
			10118153					10118153	HEX SCR,1-8X2.3/4,AISI316	DepReq	ProjSt			-6					05.01.2023	P01	            10457249		BC5	EA	            150
			10118158					10118158	HEX SCR,1/2-13X1.1/4,AISI316	DepReq	ProjSt			-1					05.01.2023	P01	            10457249		BC5	EA	            150
			10098378					10098378	HEX CAP SCREW 3/8" X 1 1/4" AISI 316	DepReq	ProjSt			-4					05.01.2023	P01	            10457249		BC5	EA	            150
			BBPOR091016					BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					05.01.2023	P01	            10457249		BC5	EA	            192
			BBPOR091005					BBPOR091005	POR SEXT PES 1" AISI 316	DepReq	ProjSt			-2					05.01.2023	P01	            10457249		BC5	EA	            189
			BBARR007005					BBARR007005	PL WSHR, 1î, B18.22.1-A, AISI 316	DepReq	ProjSt			-2					05.01.2023	C02	            10457249		BC5	EA	            140
			10358386					10358386	MACH, ADAPTER PROT COVER 4 1/16"	DepReq	PurRqs	           17556064	                  10	-1	              4	22.11.2022		15.12.2022	05.01.2023	P02	            10457249		BC3	EA
			10321347					10321347	EXT RETAINING RING DIN 471 ÿ19	DepReq	ShpgNt	         4501736405	                  30	-2	             24			09.09.2022	05.01.2023	P01	            10457249		BC5	EA	            164
			10053337					10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	ShpgNt	         4501736405	                  20	-2	             24			09.09.2022	05.01.2023	Y01	            10457249		BC5	EA	            192
			10321346					10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	ShpgNt	         4501736393	                  80	-2	             24			18.10.2022	05.01.2023	U01	            10457249		BC5	EA	            150
			10358388					10358388	MACH, ADAPTER PROT COVER SWIVEL 7 1/16"	DepReq	PurRqs	           17556164	                  10	-1	              5	22.11.2022		15.12.2022	05.01.2023	P02	            10457249		BC5	EA
			BB91-BDB-236					BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ShpgNt	         4501733920	                  10	-1	             12			26.08.2022	05.01.2023	C02	            10457249		BC5	EA	            120
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					05.01.2023	C02	            10457249		BC5	EA	            150
			10350907					10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	ProjSt			-1					05.01.2023	Y01	            10457249		BC5	EA	            200

		10348765						10348765	SKID DE TRANSPORTE PARA MCVP T1	OrdRes	PldOrd	          112486519		-1	              1	22.12.2022	29.12.2022	17.01.2023	17.01.2023	A33	             9057021	           13		EA

			10354769					10354769	WLDMT, A/P VCM T1 TS SKID	DepReq	POitem	         4501732810	                 330	-1	              2			21.12.2022	29.12.2022	P03	            10456999		BC4	EA	            120
			10355265					10355265	WLDMT, BOX COVER	DepReq	POitem	         4501732810	                 430	-1	              4			16.11.2022	29.12.2022	E06	            10456999		BC3	EA	            189
			10222987					10222987	WLDMT, TS SEAL BOX COVER	DepReq	POitem	         4501732810	                 470	-1	              2			08.11.2022	29.12.2022	C01	            10456999		BC4	EA	            120
			10222834					10222834	4 LEGS SLING - 10,5 TON (30∫) x 4,0m	DepReq	POitem	         4501738076	                  20	-1	              8			04.01.2023	29.12.2022	L01	            10456999		BC5	EA	            150
			10216560					10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	POitem	         4501738076	                  30	-6	             54			04.01.2023	29.12.2022	L01	            10456999		BC5	EA	            118
			10280105					10280105	MACH, VCM SKID HOOK	DepReq	PurRqs	           16364644	                  10	-2	              6	13.09.2022		14.12.2022	29.12.2022	M01	            10456999		BC3	EA	            150
			BBBRO016001					BBBRO016001	ROUND BAR UNC 1/2" AISI 304 ANSI B18.2.1	DepReq	PurRqs	           16395989	                  10	-1	              9	12.07.2022		04.11.2022	29.12.2022	F01	            10456999		BC2	M	            150
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ProjSt			-8					29.12.2022	P01	            10456999		BC5	EA	            129
			10098378					10098378	HEX CAP SCREW 3/8" X 1 1/4" AISI 316	DepReq	ProjSt			-4					29.12.2022	P01	            10456999		BC5	EA	            150
			BBPOR091016					BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					29.12.2022	P01	            10456999		BC5	EA	            192
			BBPOR091005					BBPOR091005	POR SEXT PES 1" AISI 316	DepReq	ProjSt			-2					29.12.2022	P01	            10456999		BC5	EA	            189
			10118158					10118158	HEX SCR,1/2-13X1.1/4,AISI316	DepReq	ProjSt			-1					29.12.2022	P01	            10456999		BC5	EA	            150
			10321347					10321347	EXT RETAINING RING DIN 471 ÿ19	DepReq	ShpgNt	         4501736405	                  30	-2	             24			09.09.2022	29.12.2022	P01	            10456999		BC5	EA	            164
			10053337					10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	ShpgNt	         4501736405	                  20	-2	             24			09.09.2022	29.12.2022	Y01	            10456999		BC5	EA	            192
			10321346					10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	ShpgNt	         4501736393	                  80	-2	             24			18.10.2022	29.12.2022	U01	            10456999		BC5	EA	            150
			10358387					10358387	MACH, ADAPTER PROT COVER 7 1/16"	DepReq	PurRqs	           17556261	                  10	-1	              4	23.11.2022		16.12.2022	29.12.2022	P02	            10456999		BC3	EA
			10358388					10358388	MACH, ADAPTER PROT COVER SWIVEL 7 1/16"	DepReq	PurRqs	           17556164	                  10	-1	              5	22.11.2022		15.12.2022	29.12.2022	P02	            10456999		BC5	EA
			BB91-BDB-236					BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ShpgNt	         4501733920	                  10	-1	             12			26.08.2022	29.12.2022	C02	            10456999		BC5	EA	            120
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					29.12.2022	C02	            10456999		BC5	EA	            150
			BBACA001024					BBACA001024	SHACKLE 3/4" G-2130 GALV REF- 1019515	DepReq	POitem	         4501738076	                  40	-3	             18			04.01.2023	29.12.2022	L01	            10456999		BC5	EA	            140
			10350907					10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	ProjSt			-1					29.12.2022	Y01	            10456999		BC5	EA	            200

		10348765						10348765	SKID DE TRANSPORTE PARA MCVP T1	OrdRes	PldOrd	          112486520		-1	              1	17.04.2023	25.04.2023	15.05.2023	15.05.2023	A33	             9057022	           13		EA

			10354769					10354769	WLDMT, A/P VCM T1 TS SKID	DepReq	POitem	         4501732810	                 340	-1	              2			05.04.2023	25.04.2023	P03	            10456997		BC4	EA	            120
			10355265					10355265	WLDMT, BOX COVER	DepReq	POitem	         4501732810	                 440	-1	              2			22.03.2023	25.04.2023	E06	            10456997		BC3	EA	            189
			10222987					10222987	WLDMT, TS SEAL BOX COVER	DepReq	POitem	         4501732810	                 460	-1	              4			16.11.2022	25.04.2023	C01	            10456997		BC4	EA	            120
			10222834					10222834	4 LEGS SLING - 10,5 TON (30∫) x 4,0m	DepReq	POitem	         4501738076	                  20	-1	              8			04.01.2023	25.04.2023	L01	            10456997		BC5	EA	            150
			10216560					10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	POitem	         4501738076	                  30	-6	             54			04.01.2023	25.04.2023	L01	            10456997		BC5	EA	            118
			10280105					10280105	MACH, VCM SKID HOOK	DepReq	PurRqs	           17050215	                  10	-2	              6	20.12.2022		22.03.2023	25.04.2023	M01	            10456997		BC3	EA	            150
			BBBRO016001					BBBRO016001	ROUND BAR UNC 1/2" AISI 304 ANSI B18.2.1	DepReq	PurRqs	           16395989	                  10	-1	              9	12.07.2022		04.11.2022	25.04.2023	F01	            10456997		BC2	M	            150
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ShpgNt	         4501739663	                  90	-8	             90			29.11.2022	25.04.2023	P01	            10456997		BC5	EA	            129
			10098378					10098378	HEX CAP SCREW 3/8" X 1 1/4" AISI 316	DepReq	ProjSt			-4					25.04.2023	P01	            10456997		BC5	EA	            150
			BBPOR091016					BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					25.04.2023	P01	            10456997		BC5	EA	            192
			BBPOR091005					BBPOR091005	POR SEXT PES 1" AISI 316	DepReq	ProjSt			-2					25.04.2023	P01	            10456997		BC5	EA	            189
			10118158					10118158	HEX SCR,1/2-13X1.1/4,AISI316	DepReq	PurRqs	           17459714	                  10	-1	             21	11.10.2022		07.02.2023	25.04.2023	P01	            10456997		BC5	EA	            150
			10321347					10321347	EXT RETAINING RING DIN 471 ÿ19	DepReq	ShpgNt	         4501736405	                  30	-2	             24			09.09.2022	25.04.2023	P01	            10456997		BC5	EA	            164
			10053337					10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	ShpgNt	         4501736405	                  20	-2	             24			09.09.2022	25.04.2023	Y01	            10456997		BC5	EA	            192
			10321346					10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	ShpgNt	         4501736393	                  80	-2	             24			18.10.2022	25.04.2023	U01	            10456997		BC5	EA	            150
			10358387					10358387	MACH, ADAPTER PROT COVER 7 1/16"	DepReq	PurRqs	           17556261	                  10	-1	              4	23.11.2022		16.12.2022	25.04.2023	P02	            10456997		BC3	EA
