
Project						Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				10048955		10048955	ELEC CONN DIGI ROV PARK REC 4/7-WAY PB	DepReq	PurRqs	           17052906	                  10	-1	             11	23.11.2022		02.08.2023	26.12.2023	S03	            10457339		BC7	EA	            295
				10345502		10345502	HYDR RIMS,  I/B PARK 14W 12NPRD	DepReq	PurRqs	           17227357	                  10	-1	              4	17.01.2023		17.08.2023	26.12.2023	S03	            10457339		BA1	EA	            189
				10345488		10345488	HYDR RIMS, I/B 14W 12LP(S)	DepReq	PurRqs	           17208109	                  10	-1	              8	07.02.2023		17.08.2023	26.12.2023	S03	            10457339		BA1	EA	            189

					10349472	10349472	RIMS IB 14 WAY 12 POP (PSM)	SubReq	PurRqs	           17583538	                  10	-8	              8	28.10.2022		01.06.2023	07.02.2023	M03	            10047748	           10	BA1	EA	            189

				BBPOR091002		BBPOR091002	HVY NUT, 5/8-11, AISI316	DepReq	PurRqs	           17212444	                  10	-16	            352	01.11.2022		04.05.2023	26.12.2023	P01	            10457339		BC5	EA	            159
				10083175		10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	DepReq	PurRqs	           17212465	                  10	-16	            368	03.11.2022		09.05.2023	26.12.2023	P01	            10457339		BC5	EA	            159
				BBTUB180003		BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17217821	                  10	-20	            450	10.10.2022		24.01.2023	26.12.2023	P02	            10457339		BC0	M	            159
				10086075		10086075	CHECK VALVE OD3/8" - 6000PSI	DepReq	PurRqs	           16938098	                  10	-12	            132	30.12.2022		31.05.2023	26.12.2023	V01	            10457339		BC0	EA	            150
				BBAFI002001		BBAFI002001	FIXING SET 3/8” REF - PARKER	DepReq	PurRqs	           17224674	                  10	-8	             88	09.12.2022		02.06.2023	26.12.2023	L02	            10457339		BC5	EA	            150
				BBARR034020		BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	PurRqs	           17357041	                  10	-44	            570	26.12.2022		19.06.2023	26.12.2023	L02	            10457339		BC5	EA	            150
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	PurRqs	           16937482	                  10	-3	            195	17.11.2022		19.06.2023	26.12.2023	L02	            10457339		BC5	EA	            189
				BBPFS070232		BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	PurRqs	           17218259	                  10	-2	            143	30.12.2022		02.06.2023	26.12.2023	C03	            10457339		BC5	EA	            130
				BBARR034019		BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	PurRqs	           17217343	                  10	-2	            143	26.01.2023		22.06.2023	26.12.2023	L02	            10457339		BC5	EA	            120

			10346443			10346443	ASSY, TRANSP SKID, MTU	DepReq	PldOrd	          112487648		-1	              1	10.01.2024	17.01.2024	15.02.2024	15.02.2024	A25	            10457121	           18		EA

				10346444		10346444	WLDMT, TRANSP SKID, MTU	DepReq	PurRqs	           17375982	                  10	-1	             11	28.09.2022		23.06.2023	17.01.2024	C02	            10457960		BC4	EA	            254
				10216560		10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	PurRqs	           17354833	                  10	-2	             22	30.01.2023		23.06.2023	17.01.2024	L01	            10457960		BC5	EA	            118
				10353232		10353232	MACH, UTM SKID HOOK	DepReq	PurRqs	           17355559	                  10	-2	             22	07.02.2023		28.06.2023	17.01.2024	U01	            10457960	           10	BC3	EA	            114
				10118153		10118153	HEX SCR,1-8X2.3/4,AISI316	DepReq	PurRqs	           17152015	                  10	-4	             44	30.09.2022		13.03.2023	17.01.2024	P01	            10457960		BC5	EA	            150
				10279669		10279669	MACH, VCM SKID BLOCKER P/A	DepReq	PurRqs	           17354859	                  10	-2	             22	03.02.2023		26.06.2023	17.01.2024	M01	            10457960		BC4	EA	            150
				10321346		10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	PurRqs	           17354553	                  10	-2	             22	02.01.2023		26.06.2023	17.01.2024	U01	            10457960		BC5	EA	            150
				10053337		10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	PurRqs	           17355486	                  10	-2	             22	21.11.2022		26.06.2023	17.01.2024	Y01	            10457960		BC5	EA	            192
				10321347		10321347	EXT RETAINING RING DIN 471 Ø19	DepReq	PurRqs	           17354870	                  10	-2	             22	19.12.2022		26.06.2023	17.01.2024	P01	            10457960		BC5	EA	            164
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17224631	                  10	-1	             33	31.01.2023		28.06.2023	17.01.2024	C02	            10457960		BC5	EA	            120
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	PurRqs	           17213132	                  10	-4	            132	06.01.2023		30.06.2023	17.01.2024	C02	            10457960		BC5	EA	            150
				10350907		10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	PurRqs	           17354581	                  10	-1	             11	10.11.2022		26.06.2023	17.01.2024	Y01	            10457960		BC5	EA	            200
				10351328		10351328	MACH, TAG PLATE, SKID MTU	DepReq	PurRqs	           17355125	                  10	-1	             11	02.02.2023		26.06.2023	17.01.2024	M01	            10457960		BC3	EA	            114
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	PurRqs	           17358924	                  10	-2	             66	10.02.2023		28.07.2023	17.01.2024	P01	            10457960		BC5	EA	            140
				10322318		10322318	4 Legs Sling - 5,6 ton (30º) X 3,25m	DepReq	PurRqs	           17355080	                  10	-1	             11	10.01.2023		22.06.2023	17.01.2024	U02	            10457960	            8	BC5	EA	            118
				10357329		10357329	ANTI-SLIP TAPE, BLACK, 50MM X 20M	DepReq	PurRqs	           16929569	                  10	-10	            100	26.12.2022		05.07.2023	17.01.2024	Y01	            10457960		BC5	M	            189

			10339390			10339390	IP65 CASE, "E1" AND "E2" ELEC SYSTEM	DepReq	PldOrd	          112487482		-1	              1	10.01.2024	17.01.2024	15.02.2024	15.02.2024	A25	            10457121	           18		EA

				10323248		10323248	IP65 CASE 120,8 x 61,1 x 44,9 CM	DepReq	PurRqs	           16928848	                  10	-1	             11	28.02.2023		05.07.2023	17.01.2024	C02	            10457850		BC7	EA	            145
				10350921		10350921	QR CODE LABLE SIMPLE 120 x 100 mm	DepReq	PurRqs	           16929759	                  10	-1	             11	15.12.2022		05.07.2023	17.01.2024	Y01	            10457850		BC5	EA	            200

			10339392			10339392	H2 BRANCH HYDR JMPR, 14W 9LP 3HCR L=50m	DepReq	PurRqs	           16930039	                  10	-1	             11	06.01.2023		24.05.2023	15.02.2024	U01	            10457121		BC8	EA	            114

				10345489		10345489	HYDR RIMS, O/B 14W 12LP(S)	SubReq	PurRqs	           17356660	                  10	-22	             22	28.09.2022		02.05.2023	16.05.2023	S03	             9774977	           10	BA1	EA	            189

			10339318			10339318	"E2" BRANCH INTERCONN EFL (NON-HYBRID)	DepReq	PldOrd	          112487566		-1	              1	24.01.2024	31.01.2024	15.02.2024	15.02.2024	A25	            10457121	            8		EA

				10345839		10345839	ELEC JMPR, ROV 7W(M) 7W(F) L=50.0M	DepReq	PurRqs	           16928646	                  10	-1	             11	25.11.2022		05.07.2023	31.01.2024	S03	            10457840		BC7	EA	            264
				10356475		10356475	MACH, HANDLE, INTERFACE ROV ELEC JUMPER	DepReq	PurRqs	           16928499	                  10	-3	             66	15.12.2022		17.07.2023	31.01.2024	U02	            10457840		BC3	EA	            200

			10339319			10339319	"E2" BRANCH INTERCONN EFL (HYBRID)	DepReq	PldOrd	          112487458		-1	              1	24.01.2024	31.01.2024	15.02.2024	15.02.2024	A25	            10457121	            8		EA

				10345912		10345912	ELEC JMPR,ROV 7W(M) 7W(F) L=50.0M HYBRID	DepReq	PurRqs	           16928939	                  10	-1	             11	28.09.2022		06.06.2023	31.01.2024	S03	            10457308		BC8	EA	            270

					10345911	10345911	ELEC CONN, 7W(F), ROV (SIEMENS)	SubReq	PurRqs	           17052849	                  10	-11	             11	01.09.2022		04.05.2023	25.05.2023	S03	             9805191		BC7	EA	            295

				10356475		10356475	MACH, HANDLE, INTERFACE ROV ELEC JUMPER	DepReq	PurRqs	           16928499	                  10	-3	             66	15.12.2022		17.07.2023	31.01.2024	U02	            10457308		BC3	EA	            200

		10346489				10346489	ASSY, UTA MARLIM	OrdRes	PldOrd	          112486648		-1	              1	14.02.2024	21.02.2024	11.03.2024	11.03.2024	A25	             9541869	           13		EA

			10346445			10346445	ASSY, MTU	DepReq	PldOrd	          112487511		-1	              1	22.12.2023	02.01.2024	21.02.2024	21.02.2024	A25	            10457128	           33		EA

				10346535		10346535	MACH, HINGE PIN, L5	DepReq	PurRqs	           17355739	                  10	-1	             11	16.02.2023		10.07.2023	02.01.2024	M01	            10457874		BC3	EA	            114
				10346492		10346492	MACH, ARTICULATED ARM, MTU	DepReq	PurRqs	           17207972	                  10	-1	             11	13.10.2022		09.05.2023	02.01.2024	M01	            10457874		BC3	EA	            189

					10125058	10125058	MACH, PAD EYE FOR SHACKLE, ARM , UMB VCM	SubReq	PurRqs	           17358306	                  10	-22	             22	28.09.2022		22.02.2023	24.02.2023	U01	            10047702		BC3	EA	            150
					10315855	10315855	MACH, SPECIAL HUB 9"	SubReq	PurRqs	           17358169	                  10	-11	             11	28.09.2022		23.02.2023	24.02.2023	U02	            10047702		BC3	EA	            120
					10227923	10227923	MACH, SPECIAL ROTARY FLANGE 9"	SubReq	PurRqs	           17358236	                  10	-11	             11	28.09.2022		23.02.2023	24.02.2023	U01	            10047702		BC3	EA	            120

				10347237		10347237	MACH, QR CODE SUPPORT, MTU	DepReq	PurRqs	           17356217	                  10	-1	             11	16.02.2023		10.07.2023	02.01.2024	M01	            10457874		BC3	EA	            114
				10346533		10346533	MACH, LAUCHING EYE, L5	DepReq	PurRqs	           17355718	                  10	-1	             11	16.02.2023		10.07.2023	02.01.2024	U01	            10457874	           10	BC3	EA	            114
				10349036		10349036	WLDMT, SHACKLE STOP	DepReq	PurRqs	           17369511	                  10	-2	             22	28.09.2022		23.06.2023	02.01.2024	P02	            10457874		BC4	EA	            254
				10346478		10346478	WLDMT, MAIN STRUCTURE WITH ANODES, MTU	DepReq	PurRqs	           17369626	                  10	-1	             11	16.12.2022		07.06.2023	02.01.2024	M01	            10457874		BC4	EA	            150

					10163690	10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	PurRqs	           17366211	                  10	-99	            143	12.12.2022		14.04.2023	14.04.2023	C02	            10185001		BC5	EA	            100

				10347239		10347239	WLDMT/MACH, MTU CONNECTOR	DepReq	PurRqs	           17357222	                  10	-1	             11	20.01.2023		09.06.2023	02.01.2024	M01	            10457874		BC3	EA	            114
				10346534		10346534	MACH, LOCKING PISTON PIN, MTU	DepReq	PurRqs	           17354455	                  10	-2	             22	16.02.2023		10.07.2023	02.01.2024	M01	            10457874		BC3	EA	            114
				10350908		10350908	MACH, STOPPER PIN	DepReq	PurRqs	           17354466	                  10	-1	             11	16.02.2023		10.07.2023	02.01.2024	M01	            10457874		BC3	EA	            114
				BBACA001027		BBACA001027	SHACKLE G-4163 GUNNEBO 85 T	DepReq	PurRqs	           17361854	                  10	-1	             11	14.02.2023		10.07.2023	02.01.2024	L01	            10457874		BC5	EA	            118
				BB91-BDC-890		BB91-BDC-890	MACH, VCM/UTM MANDREL WASHER	DepReq	PurRqs	           17361659	                  10	-1	             11	07.03.2023		10.07.2023	02.01.2024	M01	            10457874		BC3	EA	            100
				BBARR007005		BBARR007005	PL WSHR, 1”, B18.22.1-A, AISI 316	DepReq	ProjSt			-1					02.01.2024	C02	            10457874		BC5	EA	            140
				10124339		10124339	NUT,1-8,A194 2HM	DepReq	PurRqs	           17355030	                  10	-1	             11	06.01.2023		10.07.2023	02.01.2024	P01	            10457874		BC5	EA	            158
				BB91-BDD-554		BB91-BDD-554	CIL HIDRAUL. 2" (EMBOLO) X 1.75" (CURSO)	DepReq	PurRqs	           17359457	                  10	-2	             22	06.01.2023		10.07.2023	02.01.2024	C02	            10457874		BC0	EA	            160
				10122050		10122050	HEXSO SH SCR,3/4x2,A193 B7M	DepReq	PurRqs	           17357287	                  10	-2	             22	02.12.2022		23.06.2023	02.01.2024	P01	            10457874		BC5	EA	            180
				BBACA001025		BBACA001025	PAD EYE ROTATE - 3,5 TON	DepReq	PurRqs	           17356270	                  10	-2	             22	30.01.2023		23.06.2023	02.01.2024	L01	            10457874		BC0	EA	            118
				10121660		10121660	HEX SCR,1.1/2-8x2.1/2,A193 B7M	DepReq	PurRqs	           17361676	                  10	-1	             11	16.12.2022		10.07.2023	02.01.2024	P01	            10457874		BC5	EA	            180
				10121033		10121033	HEXSO SCR,1/2-13x1.1/4,A193 B7M	DepReq	PurRqs	           17361886	                  10	-4	             44	03.01.2023		10.07.2023	02.01.2024	P01	            10457874		BC5	EA	            150
				10131107		10131107	HEXSO SCR,3/4-10x2.1/4,A193 B7M	DepReq	PurRqs	           17355046	                  10	-10	            110	06.01.2023		10.07.2023	02.01.2024	P01	            10457874		BC5	EA	            160
				10121637		10121637	HEX SCR,3/4-10x2,A193 B7M	DepReq	PurRqs	           17357766	                  10	-16	            422	14.12.2022		05.07.2023	02.01.2024	P01	            10457874		BC5	EA	            180
				10121665		10121665	HVY NUT,3/4-10,A194 2HM	DepReq	PurRqs	           17358264	                  10	-16	            418	01.02.2023		10.07.2023	02.01.2024	P01	            10457874		BC5	EA	            129
				BBPFC034233		BBPFC034233	PF CIL SEXT INT 5/16" X 1" AISI 316	DepReq	PurRqs	           17337914	                  10	-12	            136	03.01.2023		05.07.2023	02.01.2024	P01	            10457874		BC5	EA	            160
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17224631	                  10	-1	             33	31.01.2023		28.06.2023	02.01.2024	C02	            10457874		BC5	EA	            120
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	PurRqs	           17213132	                  10	-4	            132	06.01.2023		30.06.2023	02.01.2024	C02	            10457874		BC5	EA	            150
				10349260		10349260	MACH, TAG PLATE, MTU	DepReq	PurRqs	           17355531	                  10	-1	             11	16.02.2023		10.07.2023	02.01.2024	M01	            10457874		BC3	EA	            114
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	PurRqs	           17358924	                  10	-2	             66	10.02.2023		28.07.2023	02.01.2024	P01	            10457874		BC5	EA	            140
				BBARR034020		BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	PurRqs	           17357041	                  10	-6	            570	26.12.2022		19.06.2023	02.01.2024	L02	            10457874		BC5	EA	            150
				10226716		10226716	CSTNG, ANODE 160X160X380, WITH HOLES	DepReq	PurRqs	           17356796	                  10	-1	             12	16.11.2022		19.06.2023	02.01.2024	C01	            10457874		BC5	EA	            190
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	PurRqs	           16937482	                  10	-12	            195	17.11.2022		19.06.2023	02.01.2024	L02	            10457874		BC5	EA	            189
				10137724		10137724	HEXSO SCR,3/8-16x1.3/4,AISI316	DepReq	PurRqs	           17359539	                  10	-4	             48	25.11.2022		19.06.2023	02.01.2024	P01	            10457874		BC5	EA	            180
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	PurRqs	           17217796	                  10	-8	            176	29.09.2022		05.05.2023	02.01.2024	P01	            10457874		BC5	EA	            192
				10122278		10122278	HEXSO SCR,1/4-20x3/4,A193 B7M	DepReq	PurRqs	           17355247	                  10	-7	            154	16.12.2022		07.07.2023	02.01.2024	P01	            10457874		BC5	EA	            180
				BBARR007018		BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	DepReq	PurRqs	           17358086	                  10	-7	            154	17.01.2023		26.06.2023	02.01.2024	P01	            10457874		BC5	EA	            135
				10356647		10356647	MACH, SUPPORT PLATE, XO MTU	DepReq	PurRqs	           17354649	                  10	-2	             22	15.02.2023		07.07.2023	02.01.2024	Y01	            10457874	           10	BC3	EA	            114
				10121639		10121639	HEX SCR,1/2-13x2,A193 B7M	DepReq	PurRqs	           17357627	                  10	-4	             44	13.01.2023		07.07.2023	02.01.2024	P01	            10457874		BC5	EA	            150
				10131167		10131167	HVY NUT,1/2-13, A194 4/7	DepReq	PurRqs	           17356838	                  10	-4	             52	13.10.2022		09.05.2023	02.01.2024	P01	            10457874		BC5	EA	            180
				BBARR034001		BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	PurRqs	           17361992	                  10	-8	            180	26.10.2022		14.02.2023	02.01.2024	P01	            10457874		BC5	EA	            140
				10350906		10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	PurRqs	           17226007	                  10	-1	             22	13.10.2022		29.05.2023	02.01.2024	Y01	            10457874		BC5	EA	            200
				10346531		10346531	WLDMT, HYDR ROV PANEL, MTU	DepReq	PurRqs	           17557440	                  10	-1	              1	15.08.2023		02.01.2024	02.01.2024	M01	            10457874		BC3	EA	            114
				BB18-BS0303-25		BB18-BS0303-25	MACH, DUAL RECEPTACLE HOT STAB	DepReq	PurRqs	           17320669	                  10	-1	             11	07.03.2023		28.06.2023	02.01.2024	U01	            10457874		BC3	EA	             90
				10110005		10110005	PARKING PLACE RECEPTACLE - AISI 316	DepReq	PurRqs	           17320690	                  10	-1	             11	04.04.2023		28.06.2023	02.01.2024	M01	            10457874		BC3	EA	             60
				10089119		10089119	MOUNTING RING RECEPTACLE	DepReq	PurRqs	           17320753	                  10	-1	             11	17.10.2022		28.06.2023	02.01.2024	C01	            10457874		BC4	EA	            230
				BBPFE014282		BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	DepReq	PurRqs	           17320732	                  10	-8	             88	25.11.2022		28.06.2023	02.01.2024	P01	            10457874		BC5	EA	            192
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	PurRqs	           17217796	                  10	-4	            176	29.09.2022		05.05.2023	02.01.2024	P01	            10457874		BC5	EA	            192
				BBPIN000047		BBPIN000047	PIN, DOWEL, Ø10h11 x 20, A4	DepReq	PurRqs	           17359436	                  10	-1	             11	02.12.2022		07.07.2023	02.01.2024	L02	            10457874		BC5	EA	            192
				10346529		10346529	WELDMENT, ELEC ROV PANEL, MTU	DepReq	PurRqs	           17356155	                  10	-1	              3	09.12.2022		02.10.2023	02.01.2024	M01	            10457874		BC3	EA	            270
				10339317		10339317	"E1" ELECTRICAL SYSTEM  FOR MTU	DepReq	PldOrd	          112488411		-1	              1	12.12.2023	19.12.2023	02.01.2024	02.01.2024	A25	            10457874	            8		EA

					10313244	10313244	ELEC CONN, 7W(F) ROV FLG JIC8(F) L=1.6M	DepReq	PurRqs	           17064318	                  10	-1	             11	21.10.2022		17.05.2023	19.12.2023	S03	            10458981		BC7	EA	            250
					10313154	10313154	ELEC CONN, 7 12W ROV PARK, UNIV TRANSF	DepReq	PurRqs	           16932449	                  10	-1	             22	05.12.2022		30.06.2023	19.12.2023	S03	            10458981		BC7	EA	            250
					10313245	10313245	ELEC CONN, 7W(M) ROV PROT CAP WIRED	DepReq	PurRqs	           16932264	                  10	-1	             11	02.12.2022		28.06.2023	19.12.2023	Y01	            10458981		BC7	EA	            250

				BBMEG005064		BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	DepReq	PurRqs	           17357375	                  10	-5	             55	16.11.2022		07.07.2023	02.01.2024	C02	            10457874		BC5	EA	            210
				BBPFS070232		BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	PurRqs	           17218259	                  10	-11	            143	30.12.2022		02.06.2023	02.01.2024	C03	            10457874		BC5	EA	            130
				BBARR034019		BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	PurRqs	           17217343	                  10	-11	            143	26.01.2023		22.06.2023	02.01.2024	L02	            10457874		BC5	EA	            120
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	PurRqs	           16937482	                  10	-2	            195	17.11.2022		19.06.2023	02.01.2024	L02	            10457874		BC5	EA	            189
				BBMEG005067		BBMEG005067	CONJUNTO DO CABO DE ATERRAMENTO TIPO II	DepReq	PurRqs	           16937508	                  10	-1	             11	22.02.2023		05.07.2023	02.01.2024	L02	            10457874		BC5	EA	            131
				10072741		10072741	MALE CONNECTOR OD 3/8" X 1/4" NPT	DepReq	PurRqs	           17361865	                  10	-8	             88	06.01.2023		07.07.2023	02.01.2024	C02	            10457874		BC0	EA	            159
				BBTUB180003		BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17217821	                  10	-12	            450	10.10.2022		24.01.2023	02.01.2024	P02	            10457874		BC0	M	            159
				10072747		10072747	UNION TEE FOR TUBE OD 3/8"	DepReq	PurRqs	           17361617	                  10	-2	             38	30.09.2022		07.12.2022	02.01.2024	C02	            10457874		BC0	EA	            159
				10086670		10086670	FEMALE CAP JIC DASH 8	DepReq	PurRqs	           17357389	                  10	-3	             33	25.01.2023		07.07.2023	02.01.2024	C02	            10457874		BC5	EA	            140
				10084920		10084920	BULKHEAD MALE CONN OD 3/8" x JIC DASH 6	DepReq	PurRqs	           17356297	                  10	-9	             99	06.01.2023		07.07.2023	02.01.2024	C02	            10457874		BC0	EA	            159
				10084200		10084200	CONNECTOR FOR TUBE OD 3/8"xOD 3/8"	DepReq	PurRqs	           17230946	                  10	-12	            160	20.10.2022		25.04.2023	02.01.2024	C02	            10457874		BC0	EA	            159
				10087431		10087431	CAP JIC DASH 6	DepReq	PurRqs	           17357400	                  10	-9	            108	06.01.2023		07.07.2023	02.01.2024	C02	            10457874		BC5	EA	            159
				10081156		10081156	BULKHEAD MALE CONN OD 3/8" X JIC DASH 8	DepReq	PurRqs	           17388772	                  10	-3	             24	22.02.2023		04.08.2023	02.01.2024	C02	            10457874		BC5	EA	            140
				10256836		10256836	MACH, RECEPTACLE ISO 13628-8 CLASS 4	DepReq	PurRqs	           17359895	                  10	-1	             11	15.02.2023		07.07.2023	02.01.2024	U01	            10457874		BC3	EA	            114
				10256728		10256728	MACH, SHAFT HANDLE, DIRECTIONAL VALVES	DepReq	PurRqs	           17360049	                  10	-1	             11	15.02.2023		07.07.2023	02.01.2024	U01	            10457874		BC3	EA	            114
				10310153		10310153	MACH, POSITION INDICATOR TYPE I	DepReq	PurRqs	           17158178	                  10	-1	             11	12.09.2022		07.06.2023	02.01.2024	Y01	            10457874		BC3	EA	            285
				BB18-BS0205-82		BB18-BS0205-82	MACH, DIRECTIONAL VALVE SUPPORT	DepReq	PurRqs	           17360147	                  10	-1	             11	12.01.2023		07.07.2023	02.01.2024	C01	            10457874		BC3	EA	             60
				10316461		10316461	DIRECTIONAL VALVE 3/8" NPT 2W/2P	DepReq	PurRqs	           17357701	                  10	-1	             11	06.01.2023		07.07.2023	02.01.2024	V02	            10457874		BC0	EA	            159
				BBPFE014006		BBPFE014006	CSK HEX SCR, 1/2” x 2.1/2”, AISI31	DepReq	PurRqs	           17320648	                  10	-4	             56	17.10.2022		29.03.2023	02.01.2024	P01	            10457874		BC5	EA	            160
				BBPFC034230		BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	DepReq	PurRqs	           17361546	                  10	-4	             47	13.12.2022		14.06.2023	02.01.2024	P01	            10457874		BC5	EA	            160
				BBPFC029220		BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	DepReq	PurRqs	           17361525	                  10	-2	             22	02.12.2022		07.07.2023	02.01.2024	P01	            10457874		BC5	EA	            192
				BBPOR091019		BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	PurRqs	           17361591	                  10	-4	             44	05.01.2023		07.07.2023	02.01.2024	P01	            10457874		BC5	EA	            160
				BBPOR091001		BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	PurRqs	           17362014	                  10	-4	             64	30.09.2022		01.03.2023	02.01.2024	P01	            10457874		BC5	EA	            129
				BBARR034001		BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	PurRqs	           17361992	                  10	-4	            180	26.10.2022		14.02.2023	02.01.2024	P01	            10457874		BC5	EA	            140
				BBARR004005		BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	DepReq	PurRqs	           17360212	                  10	-2	             22	13.01.2023		07.07.2023	02.01.2024	L02	            10457874		BC5	EA	            150
				BBPFC029256		BBPFC029256	HEXSO SCR,1/4-20x1/2,AISI316	DepReq	PurRqs	           17360297	                  10	-2	             22	13.01.2023		07.07.2023	02.01.2024	P01	            10457874		BC5	EA	            150
				BBARR034018		BBARR034018	ARR DENTADA 1/4" AISI 316	DepReq	PurRqs	           17361570	                  10	-4	             44	13.01.2023		07.07.2023	02.01.2024	L02	            10457874		BC5	EA	            150
				BB28-BS0203-16		BB28-BS0203-16	HOT STAB, WELDMENT BODY	DepReq	PurRqs	           17362397	                  10	-1	             11	25.10.2022		07.07.2023	02.01.2024	C01	            10457874		BC4	EA	            230
				BB93-BDA-654		BB93-BDA-654	MACH, HOT STAB POINTER	DepReq	PurRqs	           17362524	                  10	-1	             11	25.10.2022		07.07.2023	02.01.2024	M01	            10457874		BC3	EA	            230
				BBANV005025		BBANV005025	BU-RING, 32,16x38,15x1,27, NBR90A	DepReq	PurRqs	           17362651	                  10	-4	             44	16.12.2022		07.07.2023	02.01.2024	C02	            10457874		BC5	EA	            180
				BBANV000642		BBANV000642	RING "O" REF PARKER 2-218 70 SH A	DepReq	PurRqs	           17362545	                  10	-3	             31	05.01.2023		07.07.2023	02.01.2024	C02	            10457874		BC0	EA	            160
				10138739		10138739	QUICK LINK AISI316 6MM, EN 12275	DepReq	PurRqs	           17362468	                  10	-1	              5	23.11.2022		23.06.2023	02.01.2024	C02	            10457874		BC5	EA	            189
				10089437		10089437	RIMS TRANSFER 14  WAY 0 POP	DepReq	PurRqs	           17217366	                  10	-1	              3	03.01.2023		19.09.2023	02.01.2024	S03	            10457874		BA1	EA	            255

					10350160	10350160	RIMS TRANSFER 0 WAY 0 POP (PSM)	SubReq	PurRqs	           16985303	                  10	-3	             11	22.08.2022		27.10.2022	03.01.2023	S03	            10052492	           10	BA1	EA	            260

				10345488		10345488	HYDR RIMS, I/B 14W 12LP(S)	DepReq	PurRqs	           17208110	                  10	-1	              6	10.03.2023		19.09.2023	02.01.2024	S03	            10457874		BA1	EA	            189

					10349472	10349472	RIMS IB 14 WAY 12 POP (PSM)	SubReq	PurRqs	           17583539	                  10	-6	              6	28.10.2022		01.06.2023	10.03.2023	M03	            10047749	           10	BA1	EA	            189

				10346135		10346135	HYDR RIMS, LTPC 14W 12PRD	DepReq	PurRqs	           17212365	                  10	-1	              3	10.03.2023		19.09.2023	02.01.2024	S03	            10457874	           10	BA1	EA	            189

					10350156	10350156	RIMS LTPC 14 WAY 12 POP (PSM)	SubReq	PurRqs	           17583630	                  10	-3	              3	28.10.2022		01.06.2023	10.03.2023	M03	            10051170	           10	BA1	EA	            189

				BBPOR091002		BBPOR091002	HVY NUT, 5/8-11, AISI316	DepReq	PurRqs	           17212444	                  10	-16	            352	01.11.2022		04.05.2023	02.01.2024	P01	            10457874		BC5	EA	            159
				10083175		10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	DepReq	PurRqs	           17212465	                  10	-16	            368	03.11.2022		09.05.2023	02.01.2024	P01	            10457874		BC5	EA	            159

