28.10.2022                                                                                                                                                                    Dynamic List Display                                                                                                                                                                                                                             1


	Purch.Req.	Item	PO	Item	Material	Short Text	Req. Date	Release Dt	Deliv.dt	PO Date	PGr	Quantity	Un	Created by	Plnt	Requisnr.	Chngd On	Crcy	C	Deliv.Date	I	Language	Manufact.	MPN	Des. Supp.	Supplier	 PDT	S	POrg	Info rec.	Ordered	TrackingNo	Reserv.no.	RevLev	SLoc	  Total Value	Valn Price	Valn Price
	17547864	  10			10342052	SPACER SUB	23.10.2022	05.04.2023	21.07.2023		C16	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230721	L	EN					 80	N			     0		  10402640	00	0001	        0,02	     0,01	     0,00
	17547865	  10			10332432	LOCK PISTON GUIDE	23.10.2022	05.04.2023	21.07.2023		C18	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230721	L	EN					 80	N			     0		  10402641	00	0001	        0,02	     0,01	     0,00
	17547866	  10			10332430	UPPER LATCH PISTON	23.10.2022	05.04.2023	21.07.2023		C18	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230721	L	EN					 80	N			     0		  10402642	00	0001	        0,02	     0,01	     0,00
	17547871	  10			10332431	LOCK PISTON	23.10.2022	15.03.2023	21.07.2023		C18	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230721	L	EN					105	N			     0		  10402645	00	0001	        0,02	     0,01	     0,00
	17547913	  10			10323347	MAIN BODY THRT, 5IN CON BORE, S/F FORG	23.10.2022	02.11.2022	13.03.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230313		EN					110	N			     0			00	0001	   80.528,38	40.264,19	     0,00
	17547997	  10			10224993	HOLLOW BAR, 8630, 460OD x 417ID x 188LG	23.10.2022	03.11.2022	02.02.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230202		EN					 70	A			     0			04	0001	   13.037,26	 6.518,63	     0,00
	17548030	  10			10224991	HOLLOW BAR, 8630, 399OD x 359ID x 26LG	23.10.2022	24.11.2022	13.02.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230213		EN					 60	A			     0			03	0001	    5.867,12	 2.933,56	     0,00
	17548031	  10			10306539	HOLLOW BAR, 8630, 396OD x 325ID x 160LG	23.10.2022	24.10.2022	13.01.2023		C02	      6	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230113		EN					 60	A			     0			00	0001	   57.279,06	 9.546,51	     0,00
	17548036	  10			10224994	HOLLOW BAR, 8630, 368,5OD x 315ID x 76LG	23.10.2022	24.10.2022	12.06.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230612		EN					210	A			     0			03	0001	   21.475,06	10.737,53	     0,00
	17548053	  10			10224919	HOLLOW BAR, 8630, 475OD x 422ID x 382LG	23.10.2022	24.10.2022	13.02.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230213		EN					210	A			     0			03	0001	   28.082,78	14.041,39	     0,00
	17548059	  10			10224914	HOLLOW BAR, 8630, 364OD x 305ID x 50LG	23.10.2022	24.10.2022	03.01.2023		C02	     16	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230103		EN					210	A			     0			03	0001	  145.369,60	 9.085,60	     0,00
	17548183	  10			10224990	HOLLOW BAR, Ø384XØ339X42MM, UNS N07718	23.10.2022	24.10.2022	04.01.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230104		EN					210	A			     0			02	0001	   42.994,76	21.497,38	     0,00
	17548291	  10			10224995	FORGED RING, 8630, 481OD x 318ID x 363LG	23.10.2022	24.10.2022	02.01.2023		C02	      4	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230102		EN					150	A			     0			02	0001	   63.510,56	15.877,64	     0,00
	17548331	  10			10224915	FORGED RING, 8630, 481OD x 318ID x 295LG	23.10.2022	22.12.2022	12.06.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230612		EN					150	A			     0			02	0001	   27.975,38	13.987,69	     0,00
	17548378	  10			10224918	HOLLOW BAR, 8630, 396OD x 325ID x 160LG	23.10.2022	24.10.2022	02.01.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230102		EN					210	A			     0			04	0001	   23.127,00	11.563,50	     0,00
	17548387	  10			10301986	HOLLOW BAR, 8630, 379OD x 320ID x 76LG	23.10.2022	24.10.2022	03.01.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230103		EN					 80	A			     0			01	0001	   13.084,38	 6.542,19	     0,00
	17548395	  10			10251465	SHCS HEX, M12X45, L7, PTFE	23.10.2022	08.02.2023	29.06.2023		C42	     32	EA	Holdahl,Agna	1800	Holdahl,Agna	26.10.2022	NOK	D	20230629		EN					120	N			     0			01	0001	    3.127,04	    97,72	     0,00
	17548437	  10			10251193	BOLT HEX, M20 x 240, L7	23.10.2022	14.02.2023	05.07.2023		C42	     16	EA	Holdahl,Agna	1800	Holdahl,Agna	26.10.2022	NOK	D	20230705		EN					120	N			     0			02	0001	    7.230,88	   451,93	     0,00
	17548467	  10			10328983	BAR, ø55 OD X 150 LG, UNS N07718	23.10.2022	21.03.2023	05.06.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230605		EN					 50	A			     0			00	0001	    3.819,30	 1.909,65	     0,00
	17548470	  10			10325424	HOLLOW BAR, OD=210mm, ID=125mm, L=370mm	23.10.2022	04.11.2022	17.03.2023		C02	      2	EA	Alidu, Sulem	1800	Alidu, Sulem	24.10.2022	NOK	D	20230317		EN					110	A			     0			02	0001	   63.211,08	31.605,54	     0,00
	17553991	  10			10283470	MONOLOCK SCM TOP COVER (8 ELEC POSNS)	23.10.2022	24.10.2022	11.05.2023		BPQ	      1	EA	357310	5260		23.10.2022	BRL	D	20230511	L	EN					176	N			     0	200529827R	  10404693	04	0404	        1,00	     1,00	     0,00
	17554691	  10			10362840	TOP COVER, 12 ROV CONN, eSCM	23.10.2022	24.10.2022	25.04.2023		BC4	      2	EA	Controls - (	5260	Controls - (	24.10.2022	BRL	D	20230425		EN					160	N			     0			00	0404	        0,02	     0,01	     0,00
	17555678	  10			10323246	CAIXA IP65 70,4 x 53,3 x 39,4 CM	24.10.2022	25.10.2022	27.03.2023		BC7	      4	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20230327		EN					130	N			     0			01	0404	        0,04	     0,01	     0,00
	17555831	  10			10358177	MACH, MOORING HOOK - 330mm	24.10.2022	13.12.2022	03.01.2023		BC4	      6	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20230103		EN					  0	N			     0			00	0404	        0,06	     0,01	     0,00
	17555833	  10			10358407	MACH, VERTICAL ORIENTATION GUIDE 02	24.10.2022	23.11.2022	14.12.2022		BC3	      4	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221214		EN					  0	N			     0			00	0404	        0,04	     0,01	     0,00
	17555834	  10			10358407	MACH, VERTICAL ORIENTATION GUIDE 02	24.10.2022	03.03.2023	24.03.2023		BC3	      6	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20230324		EN					  0	N			     0			00	0404	        0,06	     0,01	     0,00
	17555928	  10			10354915	HEX SCR,1/2-13x1.1/4-FT,A320 L7	24.10.2022	24.10.2022	22.03.2023		BC5	      4	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230322		EN					164	N			     0			00	0404	        0,04	     0,01	     0,00
	17555936	  10			10358406	MACH, VERTICAL ORIENTATION GUIDE 01	24.10.2022	23.11.2022	14.12.2022		BC4	      4	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221214		EN					  0	N			     0			00	0404	        0,04	     0,01	     0,00
	17555937	  10			10358406	MACH, VERTICAL ORIENTATION GUIDE 01	24.10.2022	03.03.2023	24.03.2023		BC4	      6	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20230324		EN					  0	N			     0			00	0404	        0,06	     0,01	     0,00
	17555941	  10			10358408	MACH, DIAMETRAL ORIENTATION GUIDE	24.10.2022	23.11.2022	14.12.2022		BC3	      2	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221214		EN					  0	N			     0			00	0404	        0,02	     0,01	     0,00
	17555942	  10			10358408	MACH, DIAMETRAL ORIENTATION GUIDE	24.10.2022	03.03.2023	24.03.2023		BC3	      3	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20230324		EN					  0	N			     0			00	0404	        0,03	     0,01	     0,00
	17556064	  10			10358386	MACH, ADAPTER PROT COVER 4 1/16"	24.10.2022	22.11.2022	13.12.2022		BC3	      4	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221213		EN					  0	N			     0			00	0404	        0,04	     0,01	     0,00
	17556103	  10			10277594	RUBBER SUPPORT RING, TYPE G222, NBR	24.10.2022	26.10.2022	28.03.2023		BC5	     24	EA	Tubing	5260	Tubing	26.10.2022	BRL	D	20230328		EN	104406	G222NBR236996			150	N			     0			01	0404	    2.225,76	    92,74	     0,00
	17556115	  10			10277594	RUBBER SUPPORT RING, TYPE G222, NBR	24.10.2022	10.11.2022	01.05.2023		BC5	      6	EA	Tubing	5260	Tubing	26.10.2022	BRL	D	20230501		EN	104406	G222NBR236996			150	N			     0			01	0404	      556,44	    92,74	     0,00
	17556164	  10			10358388	MACH, ADAPTER PROT COVER SWIVEL 7 1/16"	24.10.2022	22.11.2022	13.12.2022		BC3	      5	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221213		EN					  0	N			     0			00	0404	        0,05	     0,01	     0,00
	17556261	  10			10358387	MACH, ADAPTER PROT COVER 7 1/16"	24.10.2022	23.11.2022	14.12.2022		BC3	      4	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221214		EN					  0	N			     0			00	0404	        0,04	     0,01	     0,00
	17556332	  10			10084385	MALE ELBOW TUBE OD 1/2" x 1/2" NPT	24.10.2022	24.10.2022	25.03.2023		BC5	      5	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20230325		EN					159	N			     0			01	0404	      521,40	   104,28	     0,00
	17556337	  10			10124472	NUT,3/4-10,A194 2HM	24.10.2022	24.10.2022	15.01.2023		BC5	     45	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230115		EN					180	N			     0			00	0404	    1.199,70	    26,66	     0,00
	17556349	  10			10321346	MACH, SPECIAL SCREW FOR SKID	24.10.2022	24.10.2022	23.02.2023		BC5	     10	EA	SubCon Machi	5260	10bCon Machi	24.10.2022	BRL	D	20230223		EN					150	N			     0			00	0404	        0,10	     0,01	     0,00
	17556464	  10			10360319	MACH, CLAMP FOR SHACKLE - G-4163 85T	24.10.2022	24.10.2022	12.12.2022		BC4	      4	EA	Tubing	5260	Tubing	24.10.2022	BRL	D	20221212		EN					120	N			     0			00	0404	        0,04	     0,01	     0,00
	17556654	  10			10143223	XO, PROD, 7”,29LBS/FT, VAM TOP X VAM HC	24.10.2022	26.10.2022	15.04.2023		BC7	      2	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN					150	N			     0			04	0404	        0,02	     0,01	     0,00
	17556708	  10			10118153	HEX SCR,1-8X2.3/4,AISI316	24.10.2022	24.10.2022	17.01.2023		BC5	     30	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230117		EN					150	N			     0			00	0404	    1.389,30	    46,31	     0,00
	17556825	  10			BB18-BS0303-17	MACH, SEALING PLATE LOCK BOLT	24.10.2022	03.11.2022	05.03.2023		BC8	      2	EA	Obsolete - B	5260	Obsolete - B	26.10.2022	BRL	D	20230305	L	EN					100	N			     0		  10439761	02	0404	      393,52	   196,76	     0,00
	17556826	  10			BB18-BS0303-17	MACH, SEALING PLATE LOCK BOLT	24.10.2022	25.01.2023	26.05.2023		BC8	      2	EA	Obsolete - B	5260	Obsolete - B	26.10.2022	BRL	D	20230526	L	EN					100	N			     0		  10439760	02	0404	      393,52	   196,76	     0,00
	17556878	  10			10321347	EXT RETAINING RING DIN 471 Ø19	24.10.2022	24.10.2022	23.03.2023		BC5	     10	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230323		EN					164	N			     0			00	0404	        0,10	     0,01	     0,00
	17556948	  10			10363865	FORG, LIFTING EYE	24.10.2022	24.10.2022	25.01.2023		BC2	      5	EA	Forgins	5260	Forgins	24.10.2022	BRL	D	20230125		EN					160	N			     0			00	0404	        0,05	     0,01	     0,00
	17556964	  10			10053337	Washer Spring Lock, 3/4",  Xylan C-156	24.10.2022	24.10.2022	23.04.2023		BC5	     10	EA	Gen. MRP Con	5260	Gen. MRP Con	24.10.2022	BRL	D	20230423		EN					192	N			     0			01	0404	       21,80	     2,18	     0,00
	17557158	  10			BBFJD002374	FORG, HOLLOW BAR, Ø5.1/2" X Ø3.1/2"	24.10.2022	26.10.2022	17.02.2023		BC2	  0,510	M	Forgins	5260	Forgins	26.10.2022	BRL	D	20230217		EN					150	N			     0	MULTIPLOS		02	0404	    3.036,83	 5.954,57	     0,00
	17557203	  10			10141320	HEX SCR,3/4-10x2.1/2,A193 B7M	24.10.2022	24.10.2022	15.01.2023		BC5	     45	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230115		EN					180	N			     0			00	0404	    5.850,00	   130,00	     0,00
	17557278	  10			BBANV006004	GUIDE RING PARKER MOLYGARD RF W2-1750-50	24.10.2022	24.10.2022	22.03.2023		BC5	      7	EA	Commercials	5260	Commercials	24.10.2022	BRL	D	20230322		EN					180	N			     0			01	0404	       54,46	     7,78	     0,00
	17557313	  10			10353847	MACH, CLAMP FOR SHACKLE - 6036 250T	24.10.2022	01.11.2022	20.02.2023		BC4	      5	EA	SubCon Machi	5260	SubCon Machi	24.10.2022	BRL	D	20230220		EN					 90	N			     0			00	0404	        0,05	     0,01	     0,00
	17557403	  10			10293752	MACH, SINGLE HELIX	24.10.2022	26.10.2022	30.03.2023		BC8	      3	EA	ADSUBCON C/	5260	ADSUBCON C/	26.10.2022	BRL	D	20230330	L	EN					165	N			     0		  10424831	01	0404	   53.372,04	17.790,68	     0,00
	17557424	  10			10084277	MALE STR CONNECTOR TUBE OD 1/4"x3/8" NPT	24.10.2022	24.10.2022	03.02.2023		BC5	     15	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20230203		EN		SS-400-1-6 (SWAGELOK)			100	N			     0			02	0404	      514,05	    34,27	     0,00
	17557468	  10			10084233	UNION TEE FOR TUBE OD 1/4"	24.10.2022	24.10.2022	24.03.2023		BC5	     15	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20230324		EN					159	N			     0			01	0404	      792,75	    52,85	     0,00
	17557488	  10			10312205	MACH, SLEEVE LOCK RING	24.10.2022	16.11.2022	17.03.2023		BC8	      1	EA	SubCon Machi	5260	SubCon Machi	26.10.2022	BRL	D	20230317	L	EN					100	N			     0		  10440554	00	0404	        0,01	     0,01	     0,00
	17557534	  10			BBANV000256	O-RING REF PARKER 2-255 90 SH A	24.10.2022	24.10.2022	23.01.2023		BC5	      1	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20230123		EN					 70	N			     0			00	0404	       14,19	    14,19	     0,00
	17557566	  10			10121495	MACH, "C" LOCK RING, TH 10KSI	24.10.2022	26.10.2022	20.02.2023		BC8	     10	EA	SubCon Machi	5260	SubCon Machi	26.10.2022	BRL	D	20230220	L	EN					165	N			     0		  10425236	02	0404	    3.500,00	   350,00	     0,00
	17557577	  10			10121495	MACH, "C" LOCK RING, TH 10KSI	24.10.2022	26.10.2022	15.03.2023		BC8	      1	EA	SubCon Machi	5260	SubCon Machi	26.10.2022	BRL	D	20230315	L	EN					165	N			     0		  10425295	02	0404	      350,00	   350,00	     0,00
	17557665	  10			BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	24.10.2022	24.10.2022	14.12.2022		BC5	     18	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20221214		EN					210	N			     0			00	0404	      728,82	    40,49	     0,00
	17557972	  10			BBANV000389	O-RING REF PARKER 2-258 90 SH A	24.10.2022	24.10.2022	17.01.2023		BC0	      1	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20230117		EN					150	N			     0			01	0404	        3,89	     3,89	     0,00
	17557984	  10			10098175	C' LOCK RING, OD 135 MM, AISI 6150, MACH	24.10.2022	26.10.2022	20.03.2023		BC8	      1	EA	SubCon Machi	5260	SubCon Machi	26.10.2022	BRL	D	20230320	L	EN					165	N			     0		  10425729	00	0404	    1.544,42	 1.544,42	     0,00
	17558449	  10			BBPOR091005	POR SEXT PES 1" AISI 316	24.10.2022	24.10.2022	24.03.2023		BC5	     10	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230324		EN					189	N			     0			00	0404	      195,40	    19,54	     0,00
	17558715	  10			10143332	MACH, WASHER DN 3/8" SPECIAL	24.10.2022	26.10.2022	20.03.2023		BC3	     10	EA	Structures	5260	Structures	25.10.2022	BRL	D	20230320		EN					120	N			     0			01	0404	      300,00	    30,00	     0,00
	17559469	  10			10352955	DUMMY WELLHEAD, FORGING	24.10.2022	14.09.2023	05.10.2023		BC5	      1	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20231005		EN					  0	N			     0			00	0404	        0,01	     0,01	     0,00
	17559517	  10			10132911	FILTER, 30 A, DIN RAIL MOUNT, MAINS	24.10.2022	09.12.2022	31.03.2023		BC7	      3	EA	Commercials	5260	Commercials	25.10.2022	BRL	D	20230331		EN		MTL PN. MA30/D/2/SI			 90	N			     0			00	0404	    3.181,53	 1.060,51	     0,00
	17559637	  10			10325505	DUMMY TH, MAIN BODY, FORGING	24.10.2022	02.10.2023	24.10.2023		BC5	      1	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20231024		EN					  0	N			     0			00	0404	        0,01	     0,01	     0,00
	17559917	  10			10121044	HINGE PIN, MACHINING	24.10.2022	26.10.2022	01.04.2023		BC8	      2	EA	SubCon Machi	5260	SubCon Machi	26.10.2022	BRL	D	20230401	L	EN					150	N			     0		  10424764	00	0404	    1.700,00	   850,00	     0,00
	17560339	  10			BB88-040026-02	FUSED TERMINAL BLOCK, W-SERIES WEIDMULLE	24.10.2022	09.12.2022	31.03.2023		BC7	      6	EA	Commercials	5260	Commercials	25.10.2022	BRL	D	20230331		EN	145641	1011300000			 90	N			     0			01	0404	    4.800,00	   800,00	     0,00
	17560342	  10			10024925	BOLT HEX, M6 x 60, A4-80	24.10.2022	26.10.2022	01.04.2023		BC5	    184	EA	Fasteners	5260	Fasteners	24.10.2022	BRL	D	20230401		EN					134	N			     0	BB - 2		03	0404	        1,84	     0,01	     0,00
	17560395	  10			10057058	NAMEPLATE W/STANDARD TAGS, 90x70 MM	24.10.2022	25.10.2022	17.04.2023		BC6	      2	EA	Comerciais N	5260	Comerciais N	25.10.2022	BRL	D	20230417		EN					150	N			     0			09	0404	        0,02	     0,01	     0,00
	17560439	  10			10274695	FUSE 2A 250V 5X20MM CERAMIC T SIBA	24.10.2022	22.11.2022	24.04.2023		BC7	      3	EA	Control Syst	5260	Control Syst	24.10.2022	BRL	D	20230424		EN	109937	70-007-65/2A			132	N			     0			01	0404	        3,00	     1,00	     0,00
	17560440	  10			10274695	FUSE 2A 250V 5X20MM CERAMIC T SIBA	24.10.2022	27.12.2022	29.05.2023		BC7	      3	EA	Control Syst	5260	Control Syst	24.10.2022	BRL	D	20230529		EN	109937	70-007-65/2A			132	N			     0			01	0404	        3,00	     1,00	     0,00
	17560459	  10			10274416	FUSE 5 x 20 mm 0.5A Time Delay	24.10.2022	22.11.2022	24.04.2023		BC7	      5	EA	Control Syst	5260	Control Syst	24.10.2022	BRL	D	20230424		EN	109937	179200.0,5 (70-007-65/0.5A)			132	N			     0			00	0404	        0,05	     0,01	     0,00
	17560460	  10			10274416	FUSE 5 x 20 mm 0.5A Time Delay	24.10.2022	27.12.2022	29.05.2023		BC7	      5	EA	Control Syst	5260	Control Syst	24.10.2022	BRL	D	20230529		EN	109937	179200.0,5 (70-007-65/0.5A)			132	N			     0			00	0404	        0,05	     0,01	     0,00
	17560498	  10			10274280	FUSE 5 x 20 mm 6.3A Time Delay	24.10.2022	22.11.2022	24.04.2023		BC7	      3	EA	Control Syst	5260	Control Syst	24.10.2022	BRL	D	20230424		EN		179200.6,3			132	N			     0			00	0404	        3,00	     1,00	     0,00
	17560499	  10			10274280	FUSE 5 x 20 mm 6.3A Time Delay	24.10.2022	27.12.2022	29.05.2023		BC7	      3	EA	Control Syst	5260	Control Syst	24.10.2022	BRL	D	20230529		EN		179200.6,3			132	N			     0			00	0404	        3,00	     1,00	     0,00
	17560555	  10			10084892	MALE CONNECTOR OD 3/8" x JIC DASH 4	24.10.2022	24.10.2022	14.12.2022		BC5	      5	EA	Connect. & E	5260	Connect. & E	24.10.2022	BRL	D	20221214		EN					159	N			     0			01	0404	      256,90	    51,38	     0,00
	17560610	  10			BBAFI002001	FIXING SET 3/8” REF - PARKER	24.10.2022	24.10.2022	25.03.2023		BC5	    125	EA	Comerciais N	5260	Comerciais N	24.10.2022	BRL	D	20230325		EN					150	N			     0			03	0404	    1.800,00	    14,40	     0,00
	17560633	  10			BBMEG005065	Earth strap_RSCMMB	24.10.2022	24.10.2022	17.02.2023		BC5	     80	EA	Comerciais N	5260	Comerciais N	24.10.2022	BRL	D	20230217		EN					150	N			     0			03	0404	    2.600,80	    32,51	     0,00
	17560645	  10			BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	24.10.2022	24.10.2022	03.02.2023		BC5	    150	EA	Comerciais N	5260	Comerciais N	24.10.2022	BRL	D	20230203		EN					120	N			     0			04	0404	      303,00	     2,02	     0,00
	17560666	  10			BB28-BS0216-09	WLDMT, SHACKLE STOP	24.10.2022	24.10.2022	27.02.2023		BC4	      6	EA	Structures	5260	Structures	24.10.2022	BRL	D	20230227		EN					130	N			     0			03	0404	    1.036,68	   172,78	     0,00
	17560829	  10			BBPFC029248	HEXSO SCR, 5/8-20x1/4-FT, AISI316	24.10.2022	24.10.2022	17.02.2023		BC5	     44	EA	Fasteners	5260	asteners	24.10.2022	BRL	D	20230217		EN					150	N			     0			02	0404	      469,48	    10,67	     0,00
	17560942	  10			BS0000411	SHCS HEX, M10X50, A4-80	24.10.2022	26.10.2022	15.04.2023		BC5	     14	EA	Fasteners	5260	Fasteners	25.10.2022	BRL	D	20230415		EN					150	N			     0			05	0404	        0,14	     0,01	     0,00
	17561865	  10			10200545	LOCK PIN ASSEMBLY, THRTTLC	24.10.2022	08.12.2022	10.05.2023		C16	      4	EA	Holdahl,Agna	1800	Holdahl,Agna	24.10.2022	NOK	D	20230510		EN					130	N			     0			00	0001	   68.400,00	17.100,00	     0,00
	17562007	  10			BB17-000223-15	SU-RING, 5,33x6,37x1,33, PTFE	24.10.2022	26.10.2022	23.04.2023		TS9	     36	EA	Connect. & E	5260	Connect. & E	26.10.2022	BRL	D	20230423		EN					217	N			     0			03	0404	      110,16	     3,06	     0,00
	17562017	  10			BB17-000223-15	SU-RING, 5,33x6,37x1,33, PTFE	24.10.2022	26.10.2022	23.01.2023		TS9	     12	EA	Connect. & E	5260	Connect. & E	26.10.2022	BRL	D	20230123		EN					217	N			     0			03	0404	       36,72	     3,06	     0,00
	17562252	  10			10345135	DUMMY WELLHEAD, FORGING	24.10.2022	24.10.2022	12.02.2023		C02	      1	EA	New / Not as	1800	New / Not as	24.10.2022	NOK	D	20230212		EN					500	N			     0			00	0001	        0,01	     0,01	     0,00
	17563301	  10			10238056	API STANDARD NAMEPLATE - 140 x 127	24.10.2022	10.11.2022	30.04.2023		BC0	     22	EA	Comerciais N	5260	Comerciais N	27.10.2022	BRL	D	20230430		EN					150	N			     0			04	0404	      932,14	    42,37	     0,00
	17563315	  10			10238056	API STANDARD NAMEPLATE - 140 x 127	24.10.2022	29.11.2022	19.05.2023		BC0	      3	EA	Comerciais N	5260	Comerciais N	27.10.2022	BRL	D	20230519		EN					150	N			     0			04	0404	      127,11	    42,37	     0,00
	17563608	  10			BS0000895	PLUG, 9/16" MP(M), CPX90	24.10.2022	26.10.2022	15.04.2023		M25	      6	EA	Gen. MRP Con	5260	Gen. MRP Con	26.10.2022	BRL	D	20230415		EN	112388	CPX90			150	N			     0			04	0404	        0,06	     0,01	     0,00
	17564202	  10			10288927	WHC, 18 3/4", LOCK. PISTON, SCT 2.0, F/M	24.10.2022	25.10.2022	31.05.2023		BC3	      3	EA	MTP	5260	MTP	25.10.2022	BRL	D	20230531		EN				Italbronze Ltda	195	N	5267		     0			02	0404	        3,00	     1,00	     0,00
	17564221	  10			BS0000822	GLAND 9/16 MP(M) CGLX90	24.10.2022	26.10.2022	15.04.2023		VJ1	      6	EA	Gen. MRP Con	5260	Gen. MRP Con	26.10.2022	BRL	D	20230415		EN	112388	CGLX90			150	N			     0			02	0404	        0,06	     0,01	     0,00
	17564282	  10			BS0000821	GLAND 3/8 MP(M) CGLX60	24.10.2022	26.10.2022	15.02.2023		VJ1	     18	EA	Connect. & E	5260	Connect. & E	26.10.2022	BRL	D	20230215		EN	112388	CGLX60			202	N			     0			01	0404	      180,90	    10,05	     0,00
	17564288	  10			BB18-HS0077-97	NUT TENSIONER, 3-8UN, B23 C5	24.10.2022	26.10.2022	15.04.2023		BC5	     36	EA	Fasteners	5260	Fasteners	25.10.2022	BRL	D	20230415		EN					150	N			     0			11	0404	        0,36	     0,01	     0,00
	17564394	  10			10356679	DUAL PTT  SENSOR, PRODUCTION	24.10.2022	26.10.2022	15.04.2023		BC5	      2	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN					150	N			     0			01	0404	        0,02	     0,01	     0,00
	17564401	  10			10356740	DUAL PTT  SENSOR, ANNULUS	24.10.2022	26.10.2022	15.04.2023		BC5	      2	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN					150	N			     0			01	0404	        0,02	     0,01	     0,00
	17564412	  10			10312971	SCREW SKT, CSK, M12 x 90, A4-80	24.10.2022	26.10.2022	15.04.2023		BC5	      8	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN					150	N			     0			00	0404	        0,08	     0,01	     0,00
	17564415	  10			10132061	TUBE WLDMT,1/4 NATIONAL CPLG,W/O POPPET	24.10.2022	26.10.2022	15.04.2023		BC5	      2	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415	L	EN					150	N			     0		  10433343	04	0404	        0,02	     0,01	     0,00
	17564419	  10			BS0000938	ADPTR, MP3/4"MX BW 3/4"WT.095", 2507	24.10.2022	26.10.2022	15.04.2023		BC5	     18	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN		2507-GBW12L6-1L-12CW			150	N			     0			04	0404	        0,18	     0,01	     0,00
	17564421	  10			10241293	STUD TE, 1 3/4-8UNR x 255mm, L7	24.10.2022	26.10.2022	15.04.2023		BC5	     20	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN					150	N			     0			01	0404	        0,20	     0,01	     0,00
	17564423	  10			BS0000936	ADPTR, MP9/16"MXBW1/2"WT.065, 2507	24.10.2022	26.10.2022	15.04.2023		BC5	     10	EA	Tubing	5260	Tubing	25.10.2022	BRL	D	20230415		EN		2507-GBW8J6-1L-9CW			150	N			     0			04	0404	        0,10	     0,01	     0,00
